ґъВл,јтіЖ,ИХЖЪ,З°КХЕМјЫ(ФЄ),їЄЕМјЫ(ФЄ),ЧоёЯјЫ(ФЄ),ЧоµНјЫ(ФЄ),КХЕМјЫ(ФЄ),іЙЅ»Бї(№Й),іЙЅ»Ѕр¶о(ФЄ),ХЗµш(ФЄ),ХЗµш·щ(%),ѕщјЫ(ФЄ),»»КЦВК(%),A№ЙБчНЁКРЦµ(ФЄ),B№ЙБчНЁКРЦµ(ФЄ),ЧЬКРЦµ(ФЄ),A№ЙБчНЁ№Й±ѕ(№Й),B№ЙБчНЁ№Й±ѕ(№Й),ЧЬ№Й±ѕ(№Й),КРУЇВК,КРѕ»ВК,КРПъВК,КРПЦВК,
002081.SZ,Ѕру«тл,20170216,286.4584,286.4584,290.0084,285.3661,288.6431,8662789,91372830,2.1846,0.7626,10.5477,0.3423,26753129551.89,,27939772842.73,2531043477,0,2643308689,17.1316,2.8955,1.4255,42.9679,
002081.SZ,Ѕру«тл,20170217,288.6431,288.6431,289.4623,282.6353,283.4546,11263203,117726640,-5.1885,-1.7975,10.4523,0.445,26272231291.26,,27437544191.82,2531043477,0,2643308689,16.8236,2.8434,1.3998,42.1955,
002081.SZ,Ѕру«тл,20170220,283.4546,283.4546,292.7392,283.4546,292.1931,18702935,198426657,8.7385,3.0829,10.6094,0.7389,27082165203.9,,28283402972.3,2531043477,0,2643308689,17.3423,2.9311,1.443,43.4963,
002081.SZ,Ѕру«тл,20170221,292.1931,292.1931,296.2892,290.8277,293.5585,18315217,197217611,1.3654,0.4673,10.768,0.7236,27208717377.75,,28415568406.75,2531043477,0,2643308689,17.4233,2.9448,1.4497,43.6996,
002081.SZ,Ѕру«тл,20170222,293.5585,293.5585,296.0162,292.1931,293.2854,10978255,118078334,-0.2731,-0.093,10.7557,0.4337,27183406942.98,,28389135319.86,2531043477,0,2643308689,17.4071,2.9421,1.4484,43.6589,
002081.SZ,Ѕру«тл,20170223,293.2854,293.0123,296.2892,288.9161,290.8277,12408239,132833499,-2.4577,-0.838,10.7053,0.4902,26955613030.05,,28151237537.85,2531043477,0,2643308689,17.2612,2.9174,1.4362,43.2931,
002081.SZ,Ѕру«тл,20170224,290.8277,290.8277,292.1931,286.1854,289.4623,10097896,106726183,-1.3654,-0.4695,10.5692,0.399,26829060856.2,,28019072103.4,2531043477,0,2643308689,17.1802,2.9037,1.4295,43.0898,
002081.SZ,Ѕру«тл,20170227,289.4623,289.4623,292.7392,286.1854,289.1892,11882015,126032258,-0.2731,-0.0943,10.607,0.4695,26803750421.43,,27992639016.51,2531043477,0,2643308689,17.164,2.901,1.4281,43.0492,
002081.SZ,Ѕру«тл,20170228,289.1892,287.8238,295.7431,287.8238,295.1969,17727072,190037617,6.0077,2.0774,10.7202,0.7004,27360579986.37,,28574166928.09,2531043477,0,2643308689,16.914,2.9612,1.4578,43.9435,
002081.SZ,Ѕру«тл,20170301,295.1969,294.3777,297.1085,293.2854,294.3777,14158718,153076973,-0.8192,-0.2775,10.8115,0.5594,27284648682.06,,28494867667.42,2531043477,0,2643308689,16.8671,2.953,1.4538,43.8215,
002081.SZ,Ѕру«тл,20170302,294.3777,294.9238,298.7469,293.5585,298.2008,20733218,225053823,3.8231,1.2987,10.8547,0.8192,27638994768.84,,28864930883.88,2531043477,0,2643308689,17.0861,2.9914,1.4727,44.3906,
002081.SZ,Ѕру«тл,20170303,298.2008,297.1085,303.6623,295.7431,303.3892,24568656,270987109,5.1885,1.7399,11.0298,0.9707,28119893029.47,,29367159534.79,2531043477,0,2643308689,17.3834,3.0434,1.4983,45.163,
002081.SZ,Ѕру«тл,20170306,303.3892,303.3892,306.12,300.6585,303.9354,16819911,186978869,0.5462,0.18,11.1165,0.6645,28170513899.01,,29420025708.57,2531043477,0,2643308689,17.4147,3.0489,1.501,45.2443,
002081.SZ,Ѕру«тл,20170307,303.9354,303.6623,303.6623,296.2892,299.8392,24048672,263376692,-4.0962,-1.3477,10.9518,0.9501,27790857377.46,,29023529405.22,2531043477,0,2643308689,17.18,3.0078,1.4807,44.6345,
002081.SZ,Ѕру«тл,20170308,299.8392,299.5662,302.0239,297.3815,299.02,10718327,117619026,-0.8192,-0.2732,10.9736,0.4235,27714926073.15,,28944230144.55,2531043477,0,2643308689,17.133,2.9996,1.4767,44.5126,
002081.SZ,Ѕру«тл,20170309,299.02,299.02,299.02,293.2854,294.9238,15850477,171318145,-4.0962,-1.3699,10.8084,0.6262,27335269551.6,,28547733841.2,2531043477,0,2643308689,16.8983,2.9585,1.4565,43.9028,
002081.SZ,Ѕру«тл,20170310,294.9238,294.6508,296.2892,292.7392,294.3777,8716792,93923807,-0.5462,-0.1852,10.775,0.3444,27284648682.06,,28494867667.42,2531043477,0,2643308689,16.8671,2.953,1.4538,43.8215,
002081.SZ,Ѕру«тл,20170313,294.3777,297.1085,313.7662,297.1085,310.4893,47567459,535127416,16.1116,5.4731,11.2499,1.8794,28777964333.49,,30054419793.93,2531043477,0,2643308689,17.7902,3.1146,1.5333,46.2199,
002081.SZ,Ѕру«тл,20170314,310.4893,310.7623,311.8547,306.6662,309.9431,20671655,234414924,-0.5462,-0.1759,11.3399,0.8167,28727343463.95,,30001553620.15,2531043477,0,2643308689,17.7589,3.1092,1.5306,46.1386,
002081.SZ,Ѕру«тл,20170315,309.9431,311.3085,312.1277,307.2123,309.9431,15517831,176125050,0,0,11.3498,0.6131,28727343463.95,,30001553620.15,2531043477,0,2643308689,17.7589,3.1092,1.5306,46.1386,
002081.SZ,Ѕру«тл,20170316,309.9431,311.5816,319.7739,308.0316,310.2162,27553894,315687420,0.2731,0.0881,11.4571,1.0886,28752653898.72,,30027986707.04,2531043477,0,2643308689,17.7746,3.1119,1.532,46.1793,
002081.SZ,Ѕру«тл,20170317,310.2162,310.2162,314.0393,304.7546,304.7546,22190909,250964249,-5.4616,-1.7606,11.3093,0.8767,28246445203.32,,29499324969.24,2531043477,0,2643308689,17.4616,3.0571,1.505,45.3663,
002081.SZ,Ѕру«тл,20170320,304.7546,304.4816,307.4854,300.6585,305.8469,12628037,140784532,1.0923,0.3584,11.1486,0.4989,28347686942.4,,29605057316.8,2531043477,0,2643308689,17.5242,3.0681,1.5104,45.5289,
002081.SZ,Ѕру«тл,20170321,305.8469,306.12,312.1277,304.7546,312.1277,17572558,199241539,6.2808,2.0536,11.3382,0.6943,28929826942.11,,30213018315.27,2531043477,0,2643308689,17.8841,3.1311,1.5414,46.4638,
002081.SZ,Ѕру«тл,20170322,312.1277,311.3085,313.7662,306.12,307.4854,16094373,182453137,-4.6423,-1.4873,11.3365,0.6359,28499549551.02,,29763655838.14,2531043477,0,2643308689,17.6181,3.0845,1.5185,45.7728,
002081.SZ,Ѕру«тл,20170323,307.4854,306.12,313.4931,306.12,309.1239,17626388,200517279,1.6385,0.5329,11.376,0.6964,28651412159.64,,29922254359.48,2531043477,0,2643308689,17.712,3.1009,1.5266,46.0167,
002081.SZ,Ѕру«тл,20170324,309.1239,309.397,315.9508,308.5777,312.6739,19273963,220949963,3.55,1.1484,11.4636,0.7615,28980447811.65,,30265884489.05,2531043477,0,2643308689,17.9154,3.1365,1.5441,46.5451,
002081.SZ,Ѕру«тл,20170327,312.6739,312.947,320.8662,312.947,314.0393,23610785,274154522,1.3654,0.4367,11.6114,0.9328,29106999985.5,,30398049923.5,2531043477,0,2643308689,17.9936,3.1502,1.5509,46.7484,
002081.SZ,Ѕру«тл,20170328,314.0393,313.22,314.3124,307.4854,308.0316,17468772,198132405,-6.0077,-1.913,11.3421,0.6902,28550170420.56,,29816522011.92,2531043477,0,2643308689,17.6494,3.09,1.5212,45.8541,
002081.SZ,Ѕру«тл,20170329,308.0316,307.7585,310.4893,305.8469,307.4854,11179490,126006878,-0.5462,-0.1773,11.2713,0.4417,28499549551.02,,29763655838.14,2531043477,0,2643308689,17.6181,3.0845,1.5185,45.7728,
002081.SZ,Ѕру«тл,20170330,307.4854,307.7585,310.2162,300.3854,302.0239,17817342,198819705,-5.4616,-1.7762,11.1588,0.704,27993340855.62,,29234994100.34,2531043477,0,2643308689,17.3052,3.0297,1.4915,44.9597,
002081.SZ,Ѕру«тл,20170331,302.0239,302.0239,304.4816,299.8392,302.57,12694552,140336125,0.5462,0.1808,11.0548,0.5016,28043961725.16,,29287860274.12,2531043477,0,2643308689,17.3365,3.0352,1.4942,45.041,
002081.SZ,Ѕру«тл,20170405,302.57,308.3046,313.22,305.8469,310.7623,18217105,206710956,8.1923,2.7076,11.3471,0.7197,28803274768.26,,30080852880.82,2531043477,0,2643308689,17.8058,3.1174,1.5347,46.2606,
002081.SZ,Ѕру«тл,20170406,310.7623,311.8547,312.4008,304.4816,308.5777,14620270,165171035,-2.1846,-0.703,11.2974,0.5776,28600791290.1,,29869388185.7,2531043477,0,2643308689,17.6807,3.0955,1.5239,45.9354,
002081.SZ,Ѕру«тл,20170407,308.5777,307.4854,316.2239,306.12,313.4931,19314934,220924889,4.9154,1.5929,11.438,0.7631,29056379115.96,,30345183749.72,2531043477,0,2643308689,17.9623,3.1448,1.5482,46.6671,
002081.SZ,Ѕру«тл,20170410,313.4931,311.8547,318.4085,311.0354,312.4008,17686494,204202526,-1.0923,-0.3484,11.5457,0.6988,28955137376.88,,30239451402.16,2531043477,0,2643308689,17.8997,3.1338,1.5428,46.5045,
002081.SZ,Ѕру«тл,20170411,312.4008,311.3085,314.3124,305.3008,311.5816,13935103,157625980,-0.8192,-0.2622,11.3114,0.5506,28879206072.57,,30160152141.49,2531043477,0,2643308689,17.8528,3.1256,1.5387,46.3825,
002081.SZ,Ѕру«тл,20170412,311.5816,310.2162,312.1277,302.8431,304.4816,13042443,146688507,-7.1,-2.2787,11.247,0.5153,28221134768.55,,29472891882.35,2531043477,0,2643308689,17.446,3.0544,1.5037,45.3256,
002081.SZ,Ѕру«тл,20170413,304.4816,303.3892,306.12,301.7508,302.57,9485359,105562068,-1.9115,-0.6278,11.1289,0.3748,28043961725.16,,29287860274.12,2531043477,0,2643308689,17.3365,3.0352,1.4942,45.041,
002081.SZ,Ѕру«тл,20170414,302.57,302.8431,304.2085,295.1969,296.5623,15766688,173069804,-6.0077,-1.9856,10.9769,0.6229,27487132160.22,,28706332362.54,2531043477,0,2643308689,16.9922,2.9749,1.4646,44.1467,
002081.SZ,Ѕру«тл,20170417,296.5623,296.5623,302.8431,296.2892,300.6585,9104212,100015557,4.0962,1.3812,10.9856,0.3597,27866788681.77,,29102828665.89,2531043477,0,2643308689,17.2269,3.016,1.4848,44.7565,
002081.SZ,Ѕру«тл,20170418,300.6585,300.6585,305.3008,298.2008,304.4816,11056141,122375016,3.8231,1.2716,11.0685,0.4368,28221134768.55,,29472891882.35,2531043477,0,2643308689,17.446,3.0544,1.5037,45.3256,
002081.SZ,Ѕру«тл,20170419,304.4816,302.2969,303.6623,296.5623,301.7508,9395368,103009630,-2.7308,-0.8969,10.9639,0.3712,27968030420.85,,29208561013.45,2531043477,0,2643308689,17.2895,3.027,1.4902,44.9191,
002081.SZ,Ѕру«тл,20170420,301.7508,301.2046,309.67,299.2931,308.0316,14344693,160602618,6.2808,2.0814,11.196,0.5668,28550170420.56,,29816522011.92,2531043477,0,2643308689,17.6494,3.09,1.5212,45.8541,
002081.SZ,Ѕру«тл,20170421,308.0316,308.3046,310.7623,304.2085,308.8508,10347347,116490033,0.8192,0.266,11.258,0.4088,28626101724.87,,29895821272.59,2531043477,0,2643308689,17.6963,3.0982,1.5252,45.976,
002081.SZ,Ѕру«тл,20170424,308.8508,307.4854,308.3046,289.4623,293.0123,13504360,147925841,-15.8385,-5.1282,10.9539,0.5335,27158096508.21,,28362702232.97,2531043477,0,2643308689,16.7888,2.9393,1.447,43.6183,
002081.SZ,Ѕру«тл,20170425,293.0123,295.1969,303.9354,292.7392,301.4777,13243984,145314935,8.4654,2.8891,10.9721,0.5233,27942719986.08,,29182127926.56,2531043477,0,2643308689,17.2739,3.0242,1.4888,44.8784,
002081.SZ,Ѕру«тл,20170426,301.4777,302.2969,308.5777,300.1123,308.0316,13725806,153577870,6.5539,2.1739,11.189,0.5423,28550170420.56,,29816522011.92,2531043477,0,2643308689,17.6494,3.09,1.5212,45.8541,
002081.SZ,Ѕру«тл,20170427,308.0316,306.6662,306.6662,294.6508,301.7508,19149156,210745593,-6.2808,-2.039,11.0055,0.7566,27968030420.85,,29208561013.45,2531043477,0,2643308689,17.2041,2.7981,1.4902,44.9191,
002081.SZ,Ѕру«тл,20170428,301.7508,300.3854,300.6585,294.9238,300.3854,11468273,124990594,-1.3654,-0.4525,10.8988,0.4531,27841478247,,29076395579,2531043477,0,2643308689,17.1262,2.7854,1.4834,44.7158,
002081.SZ,Ѕру«тл,20170502,300.3854,300.3854,300.3854,295.47,298.4738,7597655,82826307,-1.9115,-0.6364,10.9016,0.3002,27664305203.61,,28891363970.77,2531043477,0,2643308689,17.0172,2.7677,1.474,44.4313,
002081.SZ,Ѕру«тл,20170503,298.4738,299.5662,299.5662,289.7354,290.8277,13615738,146374241,-7.6462,-2.5618,10.7504,0.5379,26955613030.05,,28151237537.85,2531043477,0,2643308689,16.5813,2.6968,1.4362,43.2931,
002081.SZ,Ѕру«тл,20170504,290.8277,290.8277,291.6469,284.0007,284.5469,15110926,158437021,-6.2808,-2.1596,10.4849,0.597,26373473030.34,,27543276539.38,2531043477,0,2643308689,16.2232,2.6386,1.4052,42.3581,
002081.SZ,Ѕру«тл,20170505,284.5469,284.0007,284.0007,275.8084,275.8084,19491403,199010990,-8.7385,-3.071,10.2102,0.7701,25563539117.7,,26697417758.9,2531043477,0,2643308689,15.725,2.5575,1.3621,41.0573,
002081.SZ,Ѕру«тл,20170508,275.8084,273.0776,278.2661,272.2584,273.0776,11360001,114176136,-2.7308,-0.9901,10.0507,0.4488,25310434770,,26433086890,2531043477,0,2643308689,15.5693,2.5322,1.3486,40.6508,
002081.SZ,Ѕру«тл,20170509,273.0776,273.0776,276.3546,271.1661,275.8084,7950411,79872789,2.7308,1,10.0464,0.3141,25563539117.7,,26697417758.9,2531043477,0,2643308689,15.725,2.5575,1.3621,41.0573,
002081.SZ,Ѕру«тл,20170510,275.8084,276.0815,279.6315,273.0776,273.3507,9669146,97795067,-2.4577,-0.8911,10.1141,0.382,25335745204.77,,26459519976.89,2531043477,0,2643308689,15.5849,2.5347,1.3499,40.6914,
002081.SZ,Ѕру«тл,20170511,273.3507,272.8046,276.0815,265.9776,273.3507,11636749,115362184,0,0,9.9136,0.4598,25335745204.77,,26459519976.89,2531043477,0,2643308689,15.5849,2.5347,1.3499,40.6914,
002081.SZ,Ѕру«тл,20170512,273.3507,273.6238,274.443,271.4392,273.3507,7159628,71497521,0,0,9.9862,0.2829,25335745204.77,,26459519976.89,2531043477,0,2643308689,15.5849,2.5347,1.3499,40.6914,
002081.SZ,Ѕру«тл,20170515,273.3507,274.443,276.6276,273.0776,273.6238,6129339,61639423,0.2731,0.0999,10.0565,0.2422,25361055639.54,,26485953063.78,2531043477,0,2643308689,15.6004,2.5373,1.3513,40.7321,
002081.SZ,Ѕру«тл,20170516,273.6238,273.0776,279.0853,269.5276,277.993,10900054,109042484,4.3692,1.5968,10.0038,0.4307,25766022595.86,,26908882454.02,2531043477,0,2643308689,15.8495,2.5778,1.3729,41.3825,
002081.SZ,Ѕру«тл,20170517,277.993,277.1738,280.7238,276.6276,279.6315,11223362,114576404,1.6385,0.5894,10.2087,0.4434,25917885204.48,,27067480975.36,2531043477,0,2643308689,15.943,2.593,1.3809,41.6264,
002081.SZ,Ѕру«тл,20170518,279.6315,277.7199,278.8123,271.9853,275.5353,10786604,109009070,-4.0962,-1.4648,10.106,0.4262,25538228682.93,,26670984672.01,2531043477,0,2643308689,15.7094,2.555,1.3607,41.0166,
002081.SZ,Ѕру«тл,20170519,275.5353,274.7161,276.9007,270.3469,273.0776,10388520,103755219,-2.4577,-0.892,9.9875,0.4104,25310434770,,26433086890,2531043477,0,2643308689,15.5693,2.5322,1.3486,40.6508,
002081.SZ,Ѕру«тл,20170522,273.0776,271.4392,274.1699,269.8007,270.3469,6093043,60652836,-2.7308,-1,9.9544,0.2407,25057330422.3,,26168756021.1,2531043477,0,2643308689,15.4136,2.5069,1.3351,40.2443,
002081.SZ,Ѕру«тл,20170523,270.3469,270.3469,271.1661,264.3391,265.7045,12031556,118349105,-4.6423,-1.7172,9.8366,0.4754,24627053031.21,,25719393543.97,2531043477,0,2643308689,15.1489,2.4638,1.3122,39.5532,
002081.SZ,Ѕру«тл,20170524,265.7045,265.1584,267.343,260.7891,267.0699,9218105,89223699,1.3654,0.5139,9.6792,0.3642,24753605205.06,,25851558978.42,2531043477,0,2643308689,15.2268,2.4765,1.3189,39.7565,
002081.SZ,Ѕру«тл,20170525,267.0699,266.7968,274.1699,265.1584,273.6238,10538706,104662154,6.5539,2.454,9.9312,0.4164,25361055639.54,,26485953063.78,2531043477,0,2643308689,15.6004,2.5373,1.3513,40.7321,
002081.SZ,Ѕру«тл,20170526,273.6238,274.443,275.2623,272.8046,273.0776,6829791,68445061,-0.5462,-0.1996,10.0215,0.2698,25310434770,,26433086890,2531043477,0,2643308689,15.5693,2.5322,1.3486,40.6508,
002081.SZ,Ѕру«тл,20170531,273.0776,275.8084,277.7199,273.3507,276.0815,9234821,93202989,3.0039,1.1,10.0926,0.3649,25588849552.47,,26723850845.79,2531043477,0,2643308689,15.7406,2.5601,1.3634,41.0979,
002081.SZ,Ѕру«тл,20170601,276.0815,275.2623,276.9007,270.6199,270.893,11343234,113627114,-5.1885,-1.8793,10.0172,0.4482,25107951291.84,,26221622194.88,2531043477,0,2643308689,15.4447,2.5119,1.3378,40.3256,
002081.SZ,Ѕру«тл,20170602,270.893,271.1661,274.443,269.5276,274.443,5604111,55847816,3.55,1.3105,9.9655,0.2214,25436986943.85,,26565252324.45,2531043477,0,2643308689,15.6471,2.5449,1.3553,40.854,
002081.SZ,Ѕру«тл,20170605,274.443,274.1699,276.6276,273.3507,274.9892,8865889,89344968,0.5462,0.199,10.0774,0.3503,25487607813.39,,26618118498.23,2531043477,0,2643308689,15.6783,2.5499,1.358,40.9353,
002081.SZ,Ѕру«тл,20170606,274.9892,275.2623,278.2661,274.443,277.1738,7743870,78551171,2.1846,0.7944,10.1437,0.306,25690091291.55,,26829583193.35,2531043477,0,2643308689,15.8028,2.5702,1.3688,41.2605,
002081.SZ,Ѕру«тл,20170607,277.1738,277.7199,283.1815,276.9007,281.8161,14264722,146262705,4.6423,1.6749,10.2535,0.5636,26120368682.64,,27278945670.48,2531043477,0,2643308689,16.0675,2.6132,1.3917,41.9516,
002081.SZ,Ѕру«тл,20170608,281.8161,282.0892,284.82,278.5392,283.1815,10757618,111140202,1.3654,0.4845,10.3313,0.425,26246920856.49,,27411111104.93,2531043477,0,2643308689,16.1454,2.6259,1.3985,42.1548,
002081.SZ,Ѕру«тл,20170609,283.1815,282.9084,288.37,281.543,287.0046,10625558,110768509,3.8231,1.35,10.4247,0.4198,26601266943.27,,27781174321.39,2531043477,0,2643308689,16.3633,2.6613,1.4174,42.724,
002081.SZ,Ѕру«тл,20170612,287.0046,287.0046,288.6431,283.4546,286.1854,13558875,141857181,-0.8192,-0.2854,10.4623,0.5357,26525335638.96,,27701875060.72,2531043477,0,2643308689,16.3166,2.6538,1.4133,42.602,
002081.SZ,Ѕру«тл,20170613,286.1854,285.093,291.3738,284.2738,288.9161,7754168,81942292,2.7308,0.9542,10.5675,0.3064,26778439986.66,,27966205929.62,2531043477,0,2643308689,16.4723,2.6791,1.4268,43.0085,
002081.SZ,Ѕру«тл,20170614,288.9161,289.7471,290.3012,285.5921,287.5311,6575121,68202610,-1.385,-0.4794,10.3728,0.2598,26272231291.26,,27437544191.82,2531043477,0,2643308689,16.1609,2.6284,1.3998,42.1955,
002081.SZ,Ѕру«тл,20170615,287.5311,286.7001,288.6391,284.4841,285.3151,10802978,111554857,-2.216,-0.7707,10.3263,0.4268,26069747813.1,,27226079496.7,2531043477,0,2643308689,16.0364,2.6082,1.389,41.8703,
002081.SZ,Ѕру«тл,20170616,285.3151,285.0381,285.8691,283.653,285.0381,4269535,43837914,-0.277,-0.0971,10.2676,0.1687,26044437378.33,,27199646409.81,2531043477,0,2643308689,16.0208,2.6056,1.3877,41.8296,
002081.SZ,Ѕру«тл,20170619,285.0381,285.0381,287.5311,284.7611,286.7001,6672584,68964781,1.662,0.5831,10.3355,0.2636,26196299986.95,,27358244931.15,2531043477,0,2643308689,16.1142,2.6208,1.3958,42.0735,
002081.SZ,Ѕру«тл,20170620,286.7001,287.2541,288.9161,286.7001,288.0851,7103454,73874705,1.385,0.4831,10.3998,0.2807,26322852160.8,,27490410365.6,2531043477,0,2643308689,16.1921,2.6335,1.4025,42.2768,
002081.SZ,Ѕру«тл,20170621,288.0851,289.7471,290.5782,287.8081,288.6391,6758369,70545619,0.554,0.1923,10.4383,0.267,26373473030.34,,27543276539.38,2531043477,0,2643308689,16.2232,2.6386,1.4052,42.3581,
002081.SZ,Ѕру«тл,20170622,288.6391,289.4701,298.6113,288.0851,292.2402,15550097,164813502,3.6011,1.2476,10.5989,0.6144,26702508682.35,,27886906668.95,2531043477,0,2643308689,16.4256,2.6715,1.4228,42.8866,
002081.SZ,Ѕру«тл,20170623,292.2402,291.4092,303.3204,291.1322,303.3204,26792840,289633617,11.0802,3.7915,10.8101,1.0586,27714926073.15,,28944230144.55,2531043477,0,2643308689,17.0484,2.7728,1.4767,44.5126,
002081.SZ,Ѕру«тл,20170626,303.3204,301.9354,309.6915,301.3814,306.0904,27073905,298446110,2.77,0.9132,11.0234,1.0697,27968030420.85,,29208561013.45,2531043477,0,2643308689,17.2041,2.7981,1.4902,44.9191,
002081.SZ,Ѕру«тл,20170627,306.0904,304.7054,307.1985,300.2733,303.0434,16890656,185168886,-3.0471,-0.9955,10.9628,0.6673,27689615638.38,,28917797057.66,2531043477,0,2643308689,17.0328,2.7702,1.4753,44.4719,
002081.SZ,Ѕру«тл,20170628,303.0434,301.1043,305.5364,300.5503,301.3814,11566426,126513780,-1.662,-0.5484,10.938,0.457,27537753029.76,,28759198536.32,2531043477,0,2643308689,16.9394,2.755,1.4673,44.228,
002081.SZ,Ѕру«тл,20170629,301.3814,301.3814,306.0904,299.7193,303.3204,10068138,110068732,1.939,0.6434,10.9324,0.3978,27714926073.15,,28944230144.55,2531043477,0,2643308689,17.0484,2.7728,1.4767,44.5126,
002081.SZ,Ѕру«тл,20170630,303.3204,301.6584,307.7525,299.9963,304.1514,12694947,139827012,0.831,0.274,11.0144,0.4989,27937014353.46,,29023529405.22,2544354677,0,2643308689,17.0951,2.7804,1.4807,44.6345,
002081.SZ,Ѕру«тл,20170703,304.1514,305.8134,312.4615,304.7054,305.2594,21674438,241211420,1.108,0.3643,11.1288,0.8519,28038788540.54,,29129261752.78,2544354677,0,2643308689,17.1574,2.7905,1.4861,44.7971,
002081.SZ,Ѕру«тл,20170704,305.2594,305.2594,308.5835,301.3814,308.3065,17234772,190217710,3.0471,0.9982,11.0369,0.6774,28318667555.01,,29420025708.57,2544354677,0,2643308689,17.3286,2.8183,1.501,45.2443,
002081.SZ,Ѕру«тл,20170705,308.3065,308.3065,308.3065,303.3204,307.7525,11205470,123706781,-0.554,-0.1797,11.0399,0.4404,28267780461.47,,29367159534.79,2544354677,0,2643308689,17.2975,2.8133,1.4983,45.163,
002081.SZ,Ѕру«тл,20170706,307.7525,307.4755,307.7525,300.2733,300.8273,15116141,165389928,-6.9251,-2.2502,10.9413,0.5941,27631691792.22,,28706332362.54,2544354677,0,2643308689,16.9083,2.75,1.4646,44.1467,
002081.SZ,Ѕру«тл,20170707,300.8273,301.3814,302.7664,296.9493,298.8883,13954781,150715420,-1.939,-0.6446,10.8003,0.5485,27453586964.83,,28521300754.31,2544354677,0,2643308689,16.7993,2.7323,1.4551,43.8622,
002081.SZ,Ѕру«тл,20170710,298.8883,298.3343,303.3204,297.7803,300.2733,20522985,223016108,1.385,0.4634,10.8667,0.8066,27580804698.68,,28653466188.76,2544354677,0,2643308689,16.8771,2.7449,1.4619,44.0654,
002081.SZ,Ѕру«тл,20170711,300.2733,298.8883,301.6584,296.3953,297.2263,16524180,178000728,-3.0471,-1.0148,10.7721,0.6494,27300925684.21,,28362702232.97,2544354677,0,2643308689,16.7059,2.7171,1.447,43.6183,
002081.SZ,Ѕру«тл,20170712,297.2263,297.2263,298.8883,291.6862,295.0102,12525241,133596593,-2.216,-0.7456,10.6662,0.4923,27097377310.05,,28151237537.85,2544354677,0,2643308689,16.5813,2.6968,1.4362,43.2931,
002081.SZ,Ѕру«тл,20170713,295.0102,295.0102,298.0573,293.9022,296.3953,9201688,98415848,1.385,0.4695,10.6954,0.3617,27224595043.9,,28283402972.3,2544354677,0,2643308689,16.6591,2.7095,1.443,43.4963,
002081.SZ,Ѕру«тл,20170714,296.3953,296.6723,297.5033,292.2402,293.0712,8498157,90160582,-3.3241,-1.1215,10.6094,0.334,26919272482.66,,27966205929.62,2544354677,0,2643308689,16.4723,2.6791,1.4268,43.0085,
002081.SZ,Ѕру«тл,20170717,293.0712,293.0712,294.4562,280.052,281.437,22343825,229427696,-11.6342,-3.9698,10.2681,0.8782,25850643518.32,,26856016280.24,2544354677,0,2643308689,15.8184,2.5727,1.3702,41.3012,
002081.SZ,Ѕру«тл,20170718,281.437,281.437,288.3621,280.606,285.3151,16835077,173029052,3.8781,1.378,10.2779,0.6617,26206853173.1,,27226079496.7,2544354677,0,2643308689,16.0364,2.6082,1.389,41.8703,
002081.SZ,Ѕру«тл,20170719,285.3151,283.376,294.7332,283.376,294.1792,19473693,203886066,8.8642,3.1068,10.4698,0.7654,27021046669.74,,28071938277.18,2544354677,0,2643308689,16.5346,2.6892,1.4322,43.1711,
002081.SZ,Ѕру«тл,20170720,294.1792,294.4562,298.0573,293.3482,296.3953,12638094,135108819,2.216,0.7533,10.6906,0.4967,27224595043.9,,28283402972.3,2544354677,0,2643308689,16.6591,2.7095,1.443,43.4963,
002081.SZ,Ѕру«тл,20170721,296.3953,295.0102,300.5503,295.0102,297.7803,13636701,146969799,1.385,0.4673,10.7775,0.536,27351812777.75,,28415568406.75,2544354677,0,2643308689,16.737,2.7221,1.4497,43.6996,
002081.SZ,Ѕру«тл,20170724,297.7803,296.3953,302.7664,295.8413,300.8273,15733497,169990732,3.0471,1.0233,10.8044,0.6184,27631691792.22,,28706332362.54,2544354677,0,2643308689,16.9083,2.75,1.4646,44.1467,
002081.SZ,Ѕру«тл,20170725,300.8273,300.5503,300.5503,296.3953,298.0573,10147699,109271064,-2.77,-0.9208,10.7681,0.3988,27377256324.52,,28442001493.64,2544354677,0,2643308689,16.7526,2.7247,1.4511,43.7402,
002081.SZ,Ѕру«тл,20170726,298.0573,297.7803,298.8883,295.8413,296.6723,10138203,108895217,-1.385,-0.4647,10.7411,0.3985,27250038590.67,,28309836059.19,2544354677,0,2643308689,16.6747,2.712,1.4443,43.537,
002081.SZ,Ѕру«тл,20170727,296.6723,296.3953,302.2124,292.5172,297.5033,14252366,152762720,0.831,0.2801,10.7184,0.5602,27326369230.98,,28389135319.86,2544354677,0,2643308689,16.7214,2.7196,1.4484,43.6589,
002081.SZ,Ѕру«тл,20170728,297.5033,297.7803,303.3204,296.1183,303.0434,16429426,178535820,5.5401,1.8622,10.8668,0.6457,27835240166.38,,28917797057.66,2544354677,0,2643308689,17.0328,2.7702,1.4753,44.4719,
002081.SZ,Ѕру«тл,20170731,303.0434,304.1514,307.7525,301.9354,304.9824,20331617,224618305,1.939,0.6399,11.0477,0.7991,28013344993.77,,29102828665.89,2544354677,0,2643308689,17.1418,2.788,1.4848,44.7565,
