ґъВл,јтіЖ,ИХЖЪ,З°КХЕМјЫ(ФЄ),їЄЕМјЫ(ФЄ),ЧоёЯјЫ(ФЄ),ЧоµНјЫ(ФЄ),КХЕМјЫ(ФЄ),іЙЅ»Бї(№Й),іЙЅ»Ѕр¶о(ФЄ),ХЗµш(ФЄ),ХЗµш·щ(%),ѕщјЫ(ФЄ),»»КЦВК(%),A№ЙБчНЁКРЦµ(ФЄ),B№ЙБчНЁКРЦµ(ФЄ),ЧЬКРЦµ(ФЄ),A№ЙБчНЁ№Й±ѕ(№Й),B№ЙБчНЁ№Й±ѕ(№Й),ЧЬ№Й±ѕ(№Й),КРУЇВК,КРѕ»ВК,КРПъВК,КРПЦВК,
002081.SZ,Ѕру«тл,20170801,304.9824,304.4284,307.4755,300.5503,305.2594,16813654,184632700,0.277,0.0908,10.9811,0.6608,28038788540.54,,29129261752.78,2544354677,0,2643308689,17.1574,2.7905,1.4861,44.7971,
002081.SZ,Ѕру«тл,20170802,305.2594,305.2594,309.1375,297.7803,301.6584,20125278,219905911,-3.6011,-1.1797,10.9269,0.791,27708022432.53,,28785631623.21,2544354677,0,2643308689,16.955,2.7576,1.4686,44.2687,
002081.SZ,Ѕру«тл,20170803,301.6584,301.3814,302.2124,297.5033,299.7193,16546337,178870524,-1.939,-0.6428,10.8103,0.6503,27529917605.14,,28600600014.98,2544354677,0,2643308689,16.846,2.7398,1.4592,43.9841,
002081.SZ,Ѕру«тл,20170804,299.7193,299.1653,300.5503,291.6862,293.6252,14936408,159399320,-6.0941,-2.0333,10.6719,0.587,26970159576.2,,28019072103.4,2544354677,0,2643308689,16.5035,2.6841,1.4295,43.0898,
002081.SZ,Ѕру«тл,20170807,293.6252,291.6862,301.6584,291.6862,299.9963,10859033,116608939,6.3711,2.1698,10.7384,0.4268,27555361151.91,,28627033101.87,2544354677,0,2643308689,16.8615,2.7424,1.4605,44.0248,
002081.SZ,Ѕру«тл,20170808,299.9963,300.5503,303.0434,298.3343,298.8883,8866332,96183018,-1.108,-0.3693,10.8481,0.3485,27453586964.83,,28521300754.31,2544354677,0,2643308689,16.7993,2.7323,1.4551,43.8622,
002081.SZ,Ѕру«тл,20170809,298.8883,299.7193,304.7054,296.6723,304.7054,12531680,136585240,5.8171,1.9462,10.8992,0.4925,27987901447,,29076395579,2544354677,0,2643308689,17.1262,2.7854,1.4834,44.7158,
002081.SZ,Ѕру«тл,20170810,304.7054,304.7054,305.5364,295.2872,299.1653,10959573,118737065,-5.5401,-1.8182,10.8341,0.4307,27479030511.6,,28547733841.2,2544354677,0,2643308689,16.8148,2.7348,1.4565,43.9028,
002081.SZ,Ѕру«тл,20170811,299.1653,295.8413,310.5225,293.0712,304.7054,31224427,344145732,5.5401,1.8519,11.0217,1.2272,27987901447,,29076395579,2544354677,0,2643308689,17.1262,2.7854,1.4834,44.7158,
002081.SZ,Ѕру«тл,20170814,304.7054,306.3674,312.4615,303.3204,312.4615,31075091,347180936,7.7561,2.5455,11.1723,1.2213,28700320756.56,,29816522011.92,2544354677,0,2643308689,17.5622,2.8563,1.5212,45.8541,
002081.SZ,Ѕру«тл,20170815,312.4615,315.5086,318.2787,307.1985,310.2455,24969685,281123953,-2.216,-0.7092,11.2586,0.9814,28496772382.4,,29605057316.8,2544354677,0,2643308689,17.4376,2.8361,1.5104,45.5289,
002081.SZ,Ѕру«тл,20170816,310.2455,308.8605,310.5225,303.8744,309.9685,16198676,179534316,-0.277,-0.0893,11.0833,0.6367,28471328835.63,,29578624229.91,2544354677,0,2643308689,17.422,2.8335,1.5091,45.4882,
002081.SZ,Ѕру«тл,20170817,309.9685,307.7525,310.7995,305.2594,309.9685,17972300,199731380,0,0,11.1133,0.7064,28471328835.63,,29578624229.91,2544354677,0,2643308689,17.422,2.8335,1.5091,45.4882,
002081.SZ,Ѕру«тл,20170818,309.9685,307.4755,309.6915,302.7664,302.7664,14262650,157808536,-7.2021,-2.3235,11.0645,0.5606,27809796619.61,,28891363970.77,2544354677,0,2643308689,17.0172,2.7677,1.474,44.4313,
002081.SZ,Ѕру«тл,20170821,302.7664,302.4894,306.9215,300.8273,306.3674,12695566,139051073,3.6011,1.1894,10.9527,0.499,28140562727.62,,29234994100.34,2544354677,0,2643308689,17.2196,2.8006,1.4915,44.9597,
002081.SZ,Ѕру«тл,20170822,306.3674,306.0904,309.1375,303.5974,304.7054,11095550,122788746,-1.662,-0.5425,11.0665,0.4361,27987901447,,29076395579,2544354677,0,2643308689,17.1262,2.7854,1.4834,44.7158,
002081.SZ,Ѕру«тл,20170823,304.7054,304.9824,306.6444,296.3953,301.9354,15047198,163660454,-2.77,-0.9091,10.8765,0.5914,27733465979.3,,28812064710.1,2544354677,0,2643308689,16.9705,2.7601,1.47,44.3093,
002081.SZ,Ѕру«тл,20170824,301.9354,300.8273,303.8744,298.3343,299.4423,8351514,90685831,-2.493,-0.8257,10.8586,0.3282,27504474058.37,,28574166928.09,2544354677,0,2643308689,16.8304,2.7373,1.4578,43.9435,
002081.SZ,Ѕру«тл,20170825,299.4423,300.8273,305.5364,298.6113,305.5364,10013028,109667646,6.0941,2.0352,10.9525,0.3935,28064232087.31,,29155694839.67,2544354677,0,2643308689,17.1729,2.793,1.4875,44.8378,
002081.SZ,Ѕру«тл,20170828,305.5364,304.1514,310.2455,303.5974,308.3065,14533155,161425400,2.77,0.9066,11.1074,0.5712,28318667555.01,,29420025708.57,2544354677,0,2643308689,17.3902,2.813,1.501,45.2443,
002081.SZ,Ѕру«тл,20170829,308.3065,308.0295,310.7995,304.9824,307.7525,11151570,123612346,-0.554,-0.1797,11.0847,0.4383,28267780461.47,,29367159534.79,2544354677,0,2643308689,17.359,2.808,1.4983,45.163,
002081.SZ,Ѕру«тл,20170830,307.7525,307.7525,307.7525,302.2124,305.5364,10911402,119873415,-2.216,-0.7201,10.9861,0.4288,28064232087.31,,29155694839.67,2544354677,0,2643308689,17.234,2.7878,1.4875,44.8378,
002081.SZ,Ѕру«тл,20170831,305.5364,305.5364,312.7386,304.7054,312.1845,22465977,250786992,6.6481,2.1759,11.163,0.883,28674877209.79,,29790088925.03,2544354677,0,2643308689,17.609,2.8484,1.5199,45.8134,
002081.SZ,Ѕру«тл,20170901,312.1845,313.2926,313.2926,308.8605,309.1375,13894878,155668125,-3.0471,-0.976,11.2033,0.5461,28394998195.32,,29499324969.24,2544354677,0,2643308689,17.4371,2.8206,1.505,45.3663,
002081.SZ,Ѕру«тл,20170904,309.1375,307.7525,310.5225,305.5364,307.4755,16490650,182996871,-1.662,-0.5376,11.097,0.6481,28242336914.7,,29340726447.9,2544354677,0,2643308689,17.3434,2.8055,1.4969,45.1224,
002081.SZ,Ѕру«тл,20170905,307.4755,307.4755,307.7525,303.3204,303.8744,18619453,204759010,-3.6011,-1.1712,10.997,0.7318,27911570806.69,,28997096318.33,2544354677,0,2643308689,17.1403,2.7726,1.4794,44.5939,
002081.SZ,Ѕру«тл,20170906,303.8744,303.0434,306.3674,301.9354,305.2594,11658940,128048315,1.385,0.4558,10.9828,0.4582,28038788540.54,,29129261752.78,2544354677,0,2643308689,17.2184,2.7852,1.4861,44.7971,
002081.SZ,Ѕру«тл,20170907,305.2594,304.9824,306.0904,302.7664,303.0434,10502847,115378379,-2.216,-0.726,10.9854,0.4128,27835240166.38,,28917797057.66,2544354677,0,2643308689,17.0934,2.765,1.4753,44.4719,
002081.SZ,Ѕру«тл,20170908,303.0434,302.2124,304.1514,301.3814,302.7664,12511200,136575112,-0.277,-0.0914,10.9162,0.4917,27809796619.61,,28891363970.77,2544354677,0,2643308689,17.0778,2.7625,1.474,44.4313,
002081.SZ,Ѕру«тл,20170911,302.7664,302.2124,307.1985,302.2124,306.9215,13203176,145543051,4.1551,1.3724,11.0233,0.5189,28191449821.16,,29287860274.12,2544354677,0,2643308689,17.3121,2.8004,1.4942,45.041,
002081.SZ,Ѕру«тл,20170912,306.9215,307.1985,308.5835,301.6584,302.2124,11892179,131181851,-4.7091,-1.5343,11.0309,0.4674,27758909526.07,,28838497796.99,2544354677,0,2643308689,17.0465,2.7574,1.4713,44.35,
002081.SZ,Ѕру«тл,20170913,302.2124,302.2124,306.3674,298.8883,304.9824,12702832,138693037,2.77,0.9166,10.9183,0.4993,28013344993.77,,29102828665.89,2544354677,0,2643308689,17.2028,2.7827,1.4848,44.7565,
002081.SZ,Ѕру«тл,20170914,304.9824,304.7054,306.9215,302.7664,306.6444,10245478,112784344,1.662,0.545,11.0082,0.4027,28166006274.39,,29261427187.23,2544354677,0,2643308689,17.2965,2.7979,1.4929,45.0004,
002081.SZ,Ѕру«тл,20170915,306.6444,306.9215,311.6305,305.5364,311.6305,27259270,305187992,4.9861,1.626,11.1958,1.0714,28623990116.25,,29737222751.25,2544354677,0,2643308689,17.5777,2.8434,1.5172,45.7321,
002081.SZ,Ѕру«тл,20170918,311.6305,312.7386,319.9407,312.7386,319.6637,36555715,419024908,8.0331,2.5778,11.4626,1.4367,29361852972.58,,30503782271.06,2544354677,0,2643308689,18.0309,2.9167,1.5563,46.911,
002081.SZ,Ѕру«тл,20170919,319.6637,319.6637,322.1567,313.5696,316.6166,24428733,279970547,-3.0471,-0.9532,11.4607,0.9601,29081973958.11,,30213018315.27,2544354677,0,2643308689,17.859,2.8889,1.5414,46.4638,
002081.SZ,Ѕру«тл,20170920,316.6166,317.1706,318.8327,313.5696,317.7246,13524965,154440724,1.108,0.35,11.4189,0.5316,29183748145.19,,30318750662.83,2544354677,0,2643308689,17.9215,2.899,1.5468,46.6264,
002081.SZ,Ѕру«тл,20170921,317.7246,317.7246,321.8797,313.8466,318.0016,18273378,210551256,0.277,0.0872,11.5223,0.7182,29209191691.96,,30345183749.72,2544354677,0,2643308689,17.9371,2.9015,1.5482,46.6671,
002081.SZ,Ѕру«тл,20170922,318.0016,315.7856,316.6166,311.6305,313.8466,13319820,150961116,-4.1551,-1.3066,11.3336,0.5235,28827538490.41,,29948687446.37,2544354677,0,2643308689,17.7027,2.8636,1.5279,46.0573,
002081.SZ,Ѕру«тл,20170925,313.8466,311.9075,312.4615,302.2124,302.2124,16686043,184365429,-11.6342,-3.707,11.0491,0.6558,27758909526.07,,28838497796.99,2544354677,0,2643308689,17.0465,2.7574,1.4713,44.35,
002081.SZ,Ѕру«тл,20170926,302.2124,301.1043,306.0904,301.1043,304.9824,6251892,68482545,2.77,0.9166,10.9539,0.2457,28013344993.77,,29102828665.89,2544354677,0,2643308689,17.2028,2.7827,1.4848,44.7565,
002081.SZ,Ѕру«тл,20170927,304.9824,304.9824,305.5364,301.9354,303.0434,9326265,102143744,-1.939,-0.6358,10.9523,0.3665,27835240166.38,,28917797057.66,2544354677,0,2643308689,17.0934,2.765,1.4753,44.4719,
002081.SZ,Ѕру«тл,20170928,303.0434,303.5974,303.5974,300.2733,300.8273,6853824,74567502,-2.216,-0.7313,10.8797,0.2694,27631691792.22,,28706332362.54,2544354677,0,2643308689,16.9684,2.7448,1.4646,44.1467,
002081.SZ,Ѕру«тл,20170929,300.8273,301.9354,306.6444,300.8273,305.8134,9432009,103713410,4.9861,1.6575,10.9959,0.3707,28089675634.08,,29182127926.56,2544354677,0,2643308689,17.2496,2.7903,1.4888,44.8784,
002081.SZ,Ѕру«тл,20171009,305.8134,307.7525,311.6305,305.5364,309.4145,11233784,125374752,3.6011,1.1775,11.1605,0.4415,28420441742.09,,29525758056.13,2544354677,0,2643308689,17.4527,2.8231,1.5064,45.4069,
002081.SZ,Ѕру«тл,20171010,309.4145,308.0295,313.2926,307.4755,310.7995,12906250,145281133,1.385,0.4476,11.2566,0.5073,28547659475.94,,29657923490.58,2544354677,0,2643308689,17.5309,2.8358,1.5131,45.6102,
002081.SZ,Ѕру«тл,20171011,310.7995,309.9685,319.1097,309.4145,316.6166,18739577,213927989,5.8171,1.8717,11.4158,0.7365,29081973958.11,,30213018315.27,2544354677,0,2643308689,17.859,2.8889,1.5414,46.4638,
002081.SZ,Ѕру«тл,20171012,316.6166,316.0626,318.0016,310.2455,312.4615,9603393,108477575,-4.1551,-1.3123,11.2958,0.3774,28700320756.56,,29816522011.92,2544354677,0,2643308689,17.6246,2.851,1.5212,45.8541,
002081.SZ,Ѕру«тл,20171013,312.4615,312.7386,316.6166,311.0765,314.4006,7901638,89719833,1.939,0.6206,11.3546,0.3106,28878425583.95,,30001553620.15,2544354677,0,2643308689,17.734,2.8686,1.5306,46.1386,
002081.SZ,Ѕру«тл,20171016,314.4006,315.7856,315.7856,306.9215,306.9215,11855450,132422058,-7.4791,-2.3789,11.1697,0.466,28191449821.16,,29287860274.12,2544354677,0,2643308689,17.3121,2.8004,1.4942,45.041,
002081.SZ,Ѕру«тл,20171017,306.9215,306.9215,311.3535,305.8134,306.9215,10745275,119562422,0,0,11.127,0.4223,28191449821.16,,29287860274.12,2544354677,0,2643308689,17.3121,2.8004,1.4942,45.041,
002081.SZ,Ѕру«тл,20171018,306.9215,306.9215,317.4476,306.9215,317.4476,22884748,258023649,10.5262,3.4296,11.2749,0.8994,29158304598.42,,30292317575.94,2544354677,0,2643308689,17.9059,2.8964,1.5455,46.5858,
002081.SZ,Ѕру«тл,20171019,317.4476,320.4947,347.6412,316.8936,342.9321,75273732,912733509,25.4845,8.0279,12.1255,2.9585,31499110901.26,,32724161569.82,2544354677,0,2643308689,19.3433,3.129,1.6695,50.3256,
002081.SZ,Ѕру«тл,20171020,342.9321,337.115,341.2701,333.2369,340.7161,32197208,392687863,-2.216,-0.6462,12.1963,1.2654,31295562527.1,,32512696874.7,2544354677,0,2643308689,19.2183,3.1087,1.6588,50.0004,
002081.SZ,Ѕру«тл,20171023,340.7161,340.162,351.7962,334.6219,348.4722,48086262,601085963,7.7561,2.2764,12.5002,1.8899,32007981836.66,,33252823307.62,2544354677,0,2643308689,19.6558,3.1795,1.6965,51.1387,
002081.SZ,Ѕру«тл,20171024,348.4722,344.8711,357.0593,342.1011,355.1203,46543878,591722749,6.6481,1.9078,12.7132,1.8293,32618626959.14,,33887217392.98,2544354677,0,2643308689,20.0308,3.2402,1.7289,52.1143,
002081.SZ,Ѕру«тл,20171025,355.1203,353.1813,369.8016,351.7962,356.2283,47281937,617091781,1.108,0.312,13.0513,1.8583,32720401146.22,,33992949740.54,2544354677,0,2643308689,20.0933,3.2503,1.7343,52.2769,
002081.SZ,Ѕру«тл,20171026,356.2283,355.3973,366.2005,349.5802,350.6882,38443189,493948231,-5.5401,-1.5552,12.8488,1.5109,32211530210.82,,33464288002.74,2544354677,0,2643308689,19.7808,3.1997,1.7073,51.4639,
002081.SZ,Ѕру«тл,20171027,350.6882,354.8433,363.9845,352.9043,354.2893,29937327,386234020,3.6011,1.0269,12.9014,1.1766,32542296318.83,,33807918132.31,2544354677,0,2643308689,19.9839,3.2326,1.7248,51.9923,
002081.SZ,Ѕру«тл,20171030,354.2893,358.9984,367.0315,346.2561,361.2144,43968441,569776703,6.9251,1.9547,12.9588,1.7281,33178384988.08,,34468745304.56,2544354677,0,2643308689,19.6195,3.1368,1.7586,53.0086,
002081.SZ,Ѕру«тл,20171031,361.2144,360.1064,379.4967,360.1064,379.4967,44985219,601429936,18.2823,5.0613,13.3695,1.768,34857659074.9,,36213329039.3,2544354677,0,2643308689,20.6125,3.2956,1.8476,55.6916,
002081.SZ,Ѕру«тл,20171101,379.4967,378.1117,378.9427,362.5994,365.0925,40182666,539056692,-14.4043,-3.7956,13.4152,1.5793,33534594642.86,,34838808521.02,2544354677,0,2643308689,19.8302,3.1705,1.7774,53.5777,
002081.SZ,Ѕру«тл,20171102,365.0925,365.6465,369.5246,357.3363,368.9706,28794831,379123018,3.8781,1.0622,13.1664,1.1317,33890804297.64,,35208871737.48,2544354677,0,2643308689,20.0408,3.2042,1.7963,54.1468,
002081.SZ,Ѕру«тл,20171103,368.9706,368.9706,369.8016,352.0733,353.1813,37978006,492714383,-15.7893,-4.2793,12.9737,1.4926,32440522131.75,,33702185784.75,2544354677,0,2643308689,19.1832,3.067,1.7194,51.8297,
002081.SZ,Ѕру«тл,20171106,353.1813,355.9513,368.9706,354.2893,368.4165,31558302,411195568,15.2353,4.3137,13.0297,1.2403,33839917204.1,,35156005563.7,2544354677,0,2643308689,20.0107,3.1993,1.7936,54.0655,
002081.SZ,Ѕру«тл,20171107,368.4165,368.4165,380.0508,365.9235,372.5716,39658132,535312850,4.1551,1.1278,13.4982,1.5587,34221570405.65,,35552501867.05,2544354677,0,2643308689,20.2364,3.2354,1.8138,54.6753,
002081.SZ,Ѕру«тл,20171108,372.5716,373.1256,395.009,370.0786,388.3609,46719808,650164913,15.7893,4.2379,13.9163,1.8362,35671852571.54,,37059187819.78,2544354677,0,2643308689,21.094,3.3725,1.8907,56.9924,
002081.SZ,Ѕру«тл,20171109,388.3609,386.4219,393.347,382.8208,390.5769,24619365,345005631,2.216,0.5706,14.0136,0.9676,35875400945.7,,37270652514.9,2544354677,0,2643308689,21.2144,3.3918,1.9015,57.3176,
002081.SZ,Ѕру«тл,20171110,390.5769,391.962,403.0422,382.8208,391.1309,28362580,401323178,0.554,0.1418,14.1497,1.1147,35926288039.24,,37323518688.68,2544354677,0,2643308689,21.2445,3.3966,1.9042,57.3989,
002081.SZ,Ѕру«тл,20171113,391.1309,390.5769,427.9726,389.4689,415.5074,53956066,796256176,24.3764,6.2323,14.7575,2.1206,38165320155,,39649630335,2544354677,0,2643308689,22.5685,3.6083,2.0229,60.9762,
002081.SZ,Ѕру«тл,20171114,415.5074,418.2774,427.9726,405.2582,409.4133,40341870,602998640,-6.0941,-1.4667,14.9472,1.5855,37605562126.06,,39068102423.42,2544354677,0,2643308689,22.2375,3.5554,1.9932,60.0818,
002081.SZ,Ѕру«тл,20171115,409.4133,409.9673,430.4656,405.2582,412.4603,58125236,875555794,3.0471,0.7442,15.0633,2.2845,37885441140.53,,39358866379.21,2544354677,0,2643308689,22.403,3.5818,2.008,60.529,
002081.SZ,Ѕру«тл,20171116,412.4603,419.6625,421.0475,398.8871,412.1833,33662874,494501459,-0.277,-0.0672,14.6898,1.323,37859997593.76,,39332433292.32,2544354677,0,2643308689,22.3879,3.5794,2.0067,60.4883,
002081.SZ,Ѕру«тл,20171117,412.1833,413.0143,423.8175,405.8122,413.0143,41213443,620202229,0.831,0.2016,15.0485,1.6198,37936328234.07,,39411732552.99,2544354677,0,2643308689,22.4331,3.5866,2.0107,60.6103,
002081.SZ,Ѕру«тл,20171120,413.0143,407.1972,423.5405,393.347,423.2635,36147041,535067004,10.2492,2.4816,14.8025,1.4207,38877739464.56,,40389756767.92,2544354677,0,2643308689,22.9898,3.6756,2.0606,62.1144,
002081.SZ,Ѕру«тл,20171121,423.2635,422.4325,454.2881,419.1084,452.349,52030966,826923488,29.0855,6.8717,15.8929,2.045,41549311875.41,,43165230891.37,2544354677,0,2643308689,24.5696,3.9282,2.2022,66.3827,
002081.SZ,Ѕру«тл,20171122,452.349,451.518,451.518,434.6207,443.2079,40545452,648177189,-9.1412,-2.0208,15.9864,1.5935,40709674832,,42292939024,2544354677,0,2643308689,24.073,3.8488,2.1577,65.0412,
002081.SZ,Ѕру«тл,20171123,443.2079,440.4378,448.194,417.7234,426.3106,40611065,636974365,-16.8973,-3.8125,15.6847,1.5961,39157618479.03,,40680520723.71,2544354677,0,2643308689,23.1553,3.7021,2.0755,62.5615,
002081.SZ,Ѕру«тл,20171124,426.3106,417.1694,426.3106,407.7512,420.4935,47446435,711169811,-5.8171,-1.3645,14.9889,1.8648,38623303996.86,,40125425899.02,2544354677,0,2643308689,22.8393,3.6516,2.0471,61.7079,
002081.SZ,Ѕру«тл,20171127,420.4935,415.2304,420.4935,401.6571,409.1363,34609735,509795256,-11.3572,-2.7009,14.7298,1.3603,37580118579.29,,39041669336.53,2544354677,0,2643308689,22.2224,3.553,1.9919,60.0412,
002081.SZ,Ѕру«тл,20171128,409.1363,407.7512,419.1084,404.4272,416.8924,24588090,366095048,7.7561,1.8957,14.8891,0.9664,38292537888.85,,39781795769.45,2544354677,0,2643308689,22.6437,3.6203,2.0296,61.1794,
002081.SZ,Ѕру«тл,20171129,416.8924,415.2304,416.6154,389.1919,396.671,48048823,695083007,-20.2214,-4.8505,14.4662,1.8884,36435158974.64,,37852180426.48,2544354677,0,2643308689,21.5454,3.4447,1.9312,58.2119,
002081.SZ,Ѕру«тл,20171130,396.671,398.8871,404.4272,390.0229,390.0229,33953790,485596502,-6.6481,-1.676,14.3017,1.3345,35824513852.16,,37217786341.12,2544354677,0,2643308689,21.1843,3.387,1.8988,57.2363,
002081.SZ,Ѕру«тл,20171201,390.0229,390.5769,412.7373,390.5769,405.8122,33080738,480823538,15.7893,4.0483,14.5348,1.3002,37274796018.05,,38724472293.85,2544354677,0,2643308689,22.0419,3.5241,1.9757,59.5534,
002081.SZ,Ѕру«тл,20171204,405.8122,405.2582,419.6625,401.9341,406.6432,23029967,341581858,0.831,0.2048,14.8321,0.9051,37351126658.36,,38803771554.52,2544354677,0,2643308689,22.087,3.5313,1.9797,59.6753,
002081.SZ,Ѕру«тл,20171205,406.6432,402.4881,412.7373,395.286,403.0422,31534944,460776227,-3.6011,-0.8856,14.6116,1.2394,37020360550.35,,38460141424.95,2544354677,0,2643308689,21.8914,3.5,1.9622,59.1469,
002081.SZ,Ѕру«тл,20171206,403.0422,402.4881,412.7373,393.07,412.1833,27315808,398462215,9.1412,2.268,14.5872,1.0736,37859997593.76,,39332433292.32,2544354677,0,2643308689,22.3879,3.5794,2.0067,60.4883,
002081.SZ,Ѕру«тл,20171207,412.1833,412.1833,425.2026,409.1363,411.3523,25630161,384421804,-0.831,-0.2016,14.9988,1.0073,37783666953.45,,39253134031.65,2544354677,0,2643308689,22.3428,3.5722,2.0026,60.3664,
002081.SZ,Ѕру«тл,20171208,411.3523,406.6432,418.5544,401.1031,411.0753,20012221,296811262,-0.277,-0.0673,14.8315,0.7865,37758223406.68,,39226700944.76,2544354677,0,2643308689,22.3277,3.5698,2.0013,60.3257,
002081.SZ,Ѕру«тл,20171211,411.0753,411.0753,425.7566,408.3053,425.7566,27468981,414976070,14.6813,3.5714,15.1071,1.0796,39106731385.49,,40627654549.93,2544354677,0,2643308689,23.1252,3.6973,2.0728,62.4802,
002081.SZ,Ѕру«тл,20171212,425.7566,427.1416,427.9726,409.9673,412.7373,25327380,382960814,-13.0192,-3.0579,15.1204,0.9954,37910884687.3,,39385299466.1,2544354677,0,2643308689,22.418,3.5842,2.0094,60.5696,
002081.SZ,Ѕру«тл,20171213,412.7373,409.9673,423.2635,408.8593,420.4935,19296879,291003625,7.7561,1.8792,15.0803,0.7584,38623303996.86,,40125425899.02,2544354677,0,2643308689,22.8393,3.6516,2.0471,61.7079,
002081.SZ,Ѕру«тл,20171214,420.4935,420.4935,422.4325,411.6293,418.5544,16151782,242288771,-1.939,-0.4611,15.0007,0.6348,38445199169.47,,39940394290.79,2544354677,0,2643308689,22.734,3.6347,2.0377,61.4233,
002081.SZ,Ѕру«тл,20171215,418.5544,416.0614,422.9865,409.4133,409.4133,20919977,313377510,-9.1412,-2.184,14.9798,0.8222,37605562126.06,,39068102423.42,2544354677,0,2643308689,22.2375,3.5554,1.9932,60.0818,
002081.SZ,Ѕру«тл,20171218,409.4133,406.0892,406.0892,378.6657,387.8069,37789623,533337302,-21.6064,-5.2774,14.1133,1.4852,35620965478,,37006321646,2544354677,0,2643308689,21.0639,3.3677,1.888,56.9111,
002081.SZ,Ѕру«тл,20171219,387.8069,391.408,397.7791,386.4219,396.117,19493284,276548289,8.3101,2.1429,14.1868,0.7661,36384271881.1,,37799314252.7,2544354677,0,2643308689,21.5153,3.4399,1.9285,58.1306,
002081.SZ,Ѕру«тл,20171220,396.117,396.117,401.9341,393.901,397.2251,12905807,185477995,1.108,0.2797,14.3717,0.5072,36486046068.18,,37905046600.26,2544354677,0,2643308689,21.5755,3.4495,1.9339,58.2932,
002081.SZ,Ѕру«тл,20171221,397.2251,398.6101,414.3994,398.3331,409.4133,18134297,266558188,12.1882,3.0683,14.6991,0.7127,37605562126.06,,39068102423.42,2544354677,0,2643308689,22.2375,3.5554,1.9932,60.0818,
002081.SZ,Ѕру«тл,20171222,409.4133,411.6293,422.4325,409.6903,417.1694,16991674,256045833,7.7561,1.8945,15.0689,0.6678,38317981435.62,,39808228856.34,2544354677,0,2643308689,22.6588,3.6227,2.031,61.2201,
002081.SZ,Ѕру«тл,20171225,417.1694,417.1694,427.1416,413.0143,416.8924,16420103,249123145,-0.277,-0.0664,15.1718,0.6454,38292537888.85,,39781795769.45,2544354677,0,2643308689,22.6437,3.6203,2.0296,61.1794,
002081.SZ,Ѕру«тл,20171226,416.8924,414.3994,431.5737,413.0143,429.9116,28929192,446225658,13.0192,3.1229,15.4248,1.137,39488384587.04,,41024150853.28,2544354677,0,2643308689,23.3509,3.7334,2.093,63.09,
002081.SZ,Ѕру«тл,20171227,429.9116,429.3576,432.6817,415.2304,415.2304,22658396,345672738,-14.6813,-3.4149,15.2558,0.8905,38139876608.23,,39623197248.11,2544354677,0,2643308689,22.5534,3.6059,2.0215,60.9355,
