덜쯤,숌냔,휑퍅,품澗턍송(禱),역턍송(禱),離멕송(禱),離됴송(禱),澗턍송(禱),냥슥좆(믈),냥슥쏜띨(禱),朗딨(禱),朗딨류(%),엇송(禱),뻣癎쪽(%),A믈직繫懇令(禱),B믈직繫懇令(禱),悧懇令(禱),A믈직繫믈굶(믈),B믈직繫믈굶(믈),悧믈굶(믈),懇簞쪽,懇씐쪽,懇饋쪽,懇君쪽,
002102.SZ,ST박르,20201211,16.6732,16.6732,16.7653,16.3969,16.5811,12161399,21812571,-0.0921,-0.5525,1.7936,0.6191,3536092355.4,,4740905322,1964495753,0,2633836290,14.1672,1.366,0.2975,131.7112,
002102.SZ,ST박르,20201214,16.5811,16.489,16.5811,16.3969,16.489,5916900,10572033,-0.0921,-0.5556,1.7868,0.3012,3516447397.87,,4714566959.1,1964495753,0,2633836290,14.0885,1.3584,0.2959,130.9795,
002102.SZ,ST박르,20201215,16.489,16.3969,16.489,16.2126,16.2126,10039300,17774936,-0.2764,-1.676,1.7705,0.511,3457512525.28,,4635551870.4,1964495753,0,2633836290,13.8524,1.3356,0.2909,128.7843,
002102.SZ,ST박르,20201216,16.2126,16.3047,16.3047,16.1205,16.2126,9975200,17561982,0,0,1.7606,0.5078,3457512525.28,,4635551870.4,1964495753,0,2633836290,13.8524,1.3356,0.2909,128.7843,
002102.SZ,ST박르,20201217,16.2126,16.2126,16.6732,16.1205,16.489,13322200,23678055,0.2764,1.7045,1.7773,0.6781,3516447397.87,,4714566959.1,1964495753,0,2633836290,14.0885,1.3584,0.2959,130.9795,
002102.SZ,ST박르,20201218,16.489,16.3969,16.3969,16.2126,16.3969,7292418,12910637,-0.0921,-0.5587,1.7704,0.3712,3496802440.34,,4688228596.2,1964495753,0,2633836290,14.0098,1.3508,0.2942,130.2477,
002102.SZ,ST박르,20201221,16.3969,16.3047,16.489,16.2126,16.3969,7115724,12635864,0,0,1.7758,0.3622,3496802440.34,,4688228596.2,1964495753,0,2633836290,14.0098,1.3508,0.2942,130.2477,
002102.SZ,ST박르,20201222,16.3969,16.3047,16.3969,16.1205,16.2126,11531400,20342307,-0.1842,-1.1236,1.7641,0.587,3457512525.28,,4635551870.4,1964495753,0,2633836290,13.8524,1.3356,0.2909,128.7843,
002102.SZ,ST박르,20201223,16.2126,16.3047,16.9496,16.2126,16.489,21509700,38722296,0.2764,1.7045,1.8002,1.0949,3516447397.87,,4714566959.1,1964495753,0,2633836290,14.0885,1.3584,0.2959,130.9795,
002102.SZ,ST박르,20201224,16.489,16.3969,16.3969,15.6599,15.6599,40445143,69134427,-0.8291,-5.0279,1.7093,2.0588,3339642780.1,,4477521693,1964495753,0,2633836290,13.3801,1.2901,0.281,124.3939,
002102.SZ,ST박르,20201225,15.6599,15.5678,15.752,15.2915,15.6599,14679546,24754337,0,0,1.6863,0.7472,3339642780.1,,4477521693,1964495753,0,2633836290,13.3801,1.2901,0.281,124.3939,
002102.SZ,ST박르,20201228,15.6599,15.5678,15.6599,15.2915,15.3836,10540115,17659531,-0.2764,-1.7647,1.6755,0.5365,3280707907.51,,4398506604.3,1964495753,0,2633836290,13.144,1.2673,0.276,122.1987,
002102.SZ,ST박르,20201229,15.3836,15.2915,16.0284,15.2915,15.5678,16552200,28292971,0.1842,1.1976,1.7093,0.8426,3319997822.57,,4451183330.1,1964495753,0,2633836290,13.3014,1.2825,0.2793,123.6622,
002102.SZ,ST박르,20201230,15.5678,15.5678,15.6599,15.3836,15.5678,6271100,10554134,0,0,1.683,0.3192,3319997822.57,,4451183330.1,1964495753,0,2633836290,13.3014,1.2825,0.2793,123.6622,
002102.SZ,ST박르,20201231,15.5678,15.4757,15.6599,15.3836,15.4757,7448700,12559923,-0.0921,-0.5917,1.6862,0.3792,3300352865.04,,4424844967.2,1964495753,0,2633836290,13.2227,1.2749,0.2777,122.9305,
002102.SZ,ST박르,20210104,15.4757,15.4757,15.8442,15.3836,15.4757,14082903,23848198,0,0,1.6934,0.7169,3300352865.04,,4424844967.2,1964495753,0,2633836290,13.2227,1.2749,0.3446,-27.0986,
002102.SZ,ST박르,20210105,15.4757,15.4757,15.6599,15.3836,15.5678,9883409,16631587,0.0921,0.5952,1.6828,0.5031,3319997822.57,,4451183330.1,1964495753,0,2633836290,13.3014,1.2825,0.3466,-27.2599,
002102.SZ,ST박르,20210106,15.5678,15.5678,15.5678,14.8309,15.0151,26693514,43765026,-0.5527,-3.5503,1.6395,1.3588,3202128077.39,,4293153152.7,1964495753,0,2633836290,12.8292,1.237,0.3343,-26.2921,
002102.SZ,ST박르,20210107,15.0151,14.923,15.0151,14.2782,14.2782,26140500,40820012,-0.7369,-4.908,1.5616,1.3306,3044968417.15,,4082446249.5,1964495753,0,2633836290,12.1995,1.1763,0.3179,-25.0017,
002102.SZ,ST박르,20210108,14.2782,13.9097,14.0939,13.5412,14.0018,22938348,34373394,-0.2764,-1.9355,1.4985,1.1676,2986033544.56,,4003431160.8,1964495753,0,2633836290,11.9634,1.1535,0.3118,-24.5178,
002102.SZ,ST박르,20210111,14.0018,14.0018,14.3703,13.7255,14.0018,9555500,14593364,0,0,1.5272,0.4864,2986033544.56,,4003431160.8,1964495753,0,2633836290,11.9634,1.1535,0.3118,-24.5178,
002102.SZ,ST박르,20210112,14.0018,13.9097,14.186,13.8176,14.0018,8131716,12415159,0,0,1.5268,0.4139,2986033544.56,,4003431160.8,1964495753,0,2633836290,11.9634,1.1535,0.3118,-24.5178,
002102.SZ,ST박르,20210113,14.0018,14.0018,14.0939,13.2649,13.2649,34750079,50503612,-0.7369,-5.2632,1.4533,1.7689,2828873884.32,,3792724257.6,1964495753,0,2633836290,11.3337,1.0928,0.2953,-23.2274,
002102.SZ,ST박르,20210114,13.2649,13.1728,13.4491,12.8043,13.0806,16436500,23455772,-0.1842,-1.3889,1.4271,0.8367,2789583969.26,,3740047531.8,1964495753,0,2633836290,11.1763,1.0776,0.2912,-22.9048,
002102.SZ,ST박르,20210115,13.0806,13.1728,13.5412,13.0806,13.357,12689816,18401616,0.2764,2.1127,1.4501,0.646,2848518841.85,,3819062620.5,1964495753,0,2633836290,11.4124,1.1004,0.2974,-23.3887,
002102.SZ,ST박르,20210118,13.357,13.357,14.0018,13.1728,14.0018,25023657,37729422,0.6448,4.8276,1.5078,1.2738,2986033544.56,,4003431160.8,1964495753,0,2633836290,11.9634,1.1535,0.3118,-24.5178,
002102.SZ,ST박르,20210119,14.0018,13.9097,14.6466,13.9097,14.2782,24726757,38437967,0.2764,1.9737,1.5545,1.2587,3044968417.15,,4082446249.5,1964495753,0,2633836290,12.1995,1.1763,0.3179,-25.0017,
002102.SZ,ST박르,20210120,14.2782,14.3703,14.6466,14.2782,14.3703,11848206,18566171,0.0921,0.6452,1.567,0.6031,3064613374.68,,4108784612.4,1964495753,0,2633836290,12.2782,1.1839,0.32,-25.163,
002102.SZ,ST박르,20210121,14.3703,14.2782,14.3703,14.0018,14.0939,12350350,18907672,-0.2764,-1.9231,1.5309,0.6287,3005678502.09,,4029769523.7,1964495753,0,2633836290,12.0421,1.1611,0.3138,-24.6791,
002102.SZ,ST박르,20210122,14.0939,14.0018,14.0018,13.5412,13.6333,13947900,20838590,-0.4606,-3.268,1.494,0.71,2907453714.44,,3898077709.2,1964495753,0,2633836290,11.6486,1.1232,0.3035,-23.8726,
002102.SZ,ST박르,20210125,13.6333,13.5412,13.9097,13.2649,13.5412,13369024,19698325,-0.0921,-0.6757,1.4734,0.6805,2887808756.91,,3871739346.3,1964495753,0,2633836290,11.5699,1.1156,0.3015,-23.7113,
002102.SZ,ST박르,20210126,13.5412,13.4491,13.5412,13.2649,13.357,8552418,12399246,-0.1842,-1.3605,1.4498,0.4353,2848518841.85,,3819062620.5,1964495753,0,2633836290,11.4124,1.1004,0.2974,-23.3887,
002102.SZ,ST박르,20210127,13.357,13.4491,14.0018,13.357,14.0018,17410100,26285023,0.6448,4.8276,1.5098,0.8862,2986033544.56,,4003431160.8,1964495753,0,2633836290,11.9634,1.1535,0.3118,-24.5178,
002102.SZ,ST박르,20210128,14.0018,14.2782,14.5545,14.0018,14.0018,17768200,27374353,0,0,1.5406,0.9045,2986033544.56,,4003431160.8,1964495753,0,2633836290,11.9634,1.1535,0.3118,-24.5178,
002102.SZ,ST박르,20210129,14.0018,14.0939,14.2782,13.8176,14.186,11660959,17742141,0.1842,1.3158,1.5215,0.5936,3025323459.62,,4056107886.6,1964495753,0,2633836290,12.1208,1.1687,0.3159,-24.8404,
002102.SZ,ST박르,20210201,14.186,14.186,14.8309,14.0018,14.5545,19081003,30189452,0.3685,2.5974,1.5822,0.9713,3103903289.74,,4161461338.2,1964495753,0,2633836290,12.4356,1.199,0.3241,-25.4856,
002102.SZ,ST박르,20210202,14.5545,14.5545,15.0151,14.4624,14.5545,13898000,22215052,0,0,1.5984,0.7075,3103903289.74,,4161461338.2,1964495753,0,2633836290,12.4356,1.199,0.3241,-25.4856,
002102.SZ,ST박르,20210203,14.5545,14.4624,14.6466,14.3703,14.3703,8778003,13814292,-0.1842,-1.2658,1.5737,0.4468,3064613374.68,,4108784612.4,1964495753,0,2633836290,12.2782,1.1839,0.32,-25.163,
002102.SZ,ST박르,20210204,14.3703,14.3703,14.6466,14.186,14.4624,10508622,16389415,0.0921,0.641,1.5596,0.5349,3084258332.21,,4135122975.3,1964495753,0,2633836290,12.3569,1.1915,0.322,-25.3243,
002102.SZ,ST박르,20210205,14.4624,14.3703,14.5545,14.2782,14.3703,6420100,10021707,-0.0921,-0.6369,1.561,0.3268,3064613374.68,,4108784612.4,1964495753,0,2633836290,12.2782,1.1839,0.32,-25.163,
002102.SZ,ST박르,20210208,14.3703,14.3703,14.3703,14.186,14.2782,3955700,6143237,-0.0921,-0.641,1.553,0.2014,3044968417.15,,4082446249.5,1964495753,0,2633836290,12.1995,1.1763,0.3179,-25.0017,
002102.SZ,ST박르,20210209,14.2782,14.2782,14.2782,14.0939,14.2782,7040616,10853931,0,0,1.5416,0.3584,3044968417.15,,4082446249.5,1964495753,0,2633836290,12.1995,1.1763,0.3179,-25.0017,
002102.SZ,ST박르,20210210,14.2782,14.2782,14.6466,14.186,14.5545,11643316,18332071,0.2764,1.9355,1.5745,0.5927,3103903289.74,,4161461338.2,1964495753,0,2633836290,12.4356,1.199,0.3241,-25.4856,
002102.SZ,ST박르,20210218,14.5545,14.6466,14.923,14.4624,14.6466,11073828,17629422,0.0921,0.6329,1.592,0.5637,3123548247.27,,4187799701.1,1964495753,0,2633836290,12.5143,1.2066,0.3261,-25.6469,
002102.SZ,ST박르,20210219,14.6466,14.7388,15.3836,14.6466,15.3836,29309658,48261569,0.7369,5.0314,1.6466,1.492,3280707907.51,,4398506604.3,1964495753,0,2633836290,13.144,1.2673,0.3425,-26.9373,
002102.SZ,ST박르,20210222,15.3836,15.2915,16.1205,15.1993,16.1205,35912532,61912248,0.7369,4.7904,1.724,1.8281,3437867567.75,,4609213507.5,1964495753,0,2633836290,13.7736,1.3281,0.3589,-28.2277,
002102.SZ,ST박르,20210223,16.1205,16.3969,16.3969,15.752,15.9363,20727800,35952394,-0.1842,-1.1429,1.7345,1.0551,3398577652.69,,4556536781.7,1964495753,0,2633836290,13.6162,1.3129,0.3548,-27.9051,
002102.SZ,ST박르,20210224,15.9363,15.9363,16.3969,15.6599,16.1205,15722100,27408613,0.1842,1.1561,1.7433,0.8003,3437867567.75,,4609213507.5,1964495753,0,2633836290,13.7736,1.3281,0.3589,-28.2277,
002102.SZ,ST박르,20210225,16.1205,16.1205,16.2126,15.8442,15.8442,10106000,17484782,-0.2764,-1.7143,1.7301,0.5144,3378932695.16,,4530198418.8,1964495753,0,2633836290,13.5375,1.3053,0.3528,-27.7438,
002102.SZ,ST박르,20210226,15.8442,15.9363,16.0284,15.752,15.9363,8664300,14932260,0.0921,0.5814,1.7234,0.441,3398577652.69,,4556536781.7,1964495753,0,2633836290,13.6162,1.3129,0.3548,-27.9051,
002102.SZ,ST박르,20210301,15.9363,15.9363,16.0284,15.752,15.9363,9387200,16190453,0,0,1.7247,0.4778,3398577652.69,,4556536781.7,1964495753,0,2633836290,13.6162,1.3129,0.3548,-27.9051,
002102.SZ,ST박르,20210302,15.9363,15.8442,15.8442,15.5678,15.6599,13675806,23286798,-0.2764,-1.7341,1.7028,0.6961,3339642780.1,,4477521693,1964495753,0,2633836290,13.3801,1.2901,0.3487,-27.4212,
002102.SZ,ST박르,20210303,15.6599,15.5678,16.1205,15.5678,16.0284,9302100,15998912,0.3685,2.3529,1.7199,0.4735,3418222610.22,,4582875144.6,1964495753,0,2633836290,13.6949,1.3205,0.3569,-28.0664,
002102.SZ,ST박르,20210304,16.0284,16.0284,16.1205,15.6599,16.0284,10854809,18736257,0,0,1.7261,0.5525,3418222610.22,,4582875144.6,1964495753,0,2633836290,13.6949,1.3205,0.3569,-28.0664,
002102.SZ,ST박르,20210305,16.0284,15.9363,16.1205,15.8442,16.0284,8578003,14873680,0,0,1.7339,0.4367,3418222610.22,,4582875144.6,1964495753,0,2633836290,13.6949,1.3205,0.3569,-28.0664,
002102.SZ,ST박르,20210308,16.0284,16.0284,16.7653,16.0284,16.489,23139000,41433410,0.4606,2.8736,1.7906,1.1779,3516447397.87,,4714566959.1,1964495753,0,2633836290,14.0885,1.3584,0.3671,-28.8729,
002102.SZ,ST박르,20210309,16.489,16.3969,16.3969,15.752,15.8442,16887503,29158519,-0.6448,-3.9106,1.7266,0.8596,3378932695.16,,4530198418.8,1964495753,0,2633836290,13.5375,1.3053,0.3528,-27.7438,
002102.SZ,ST박르,20210310,15.8442,15.9363,15.9363,15.6599,15.8442,6553521,11231323,0,0,1.7138,0.3336,3378932695.16,,4530198418.8,1964495753,0,2633836290,13.5375,1.3053,0.3528,-27.7438,
002102.SZ,ST박르,20210311,15.8442,15.8442,16.1205,15.752,16.0284,6316000,10914244,0.1842,1.1628,1.728,0.3215,3418222610.22,,4582875144.6,1964495753,0,2633836290,13.6949,1.3205,0.3569,-28.0664,
002102.SZ,ST박르,20210312,16.0284,15.9363,15.9363,15.5678,15.752,10271700,17545991,-0.2764,-1.7241,1.7082,0.5229,3359287737.63,,4503860055.9,1964495753,0,2633836290,13.4588,1.2977,0.3507,-27.5825,
002102.SZ,ST박르,20210315,15.752,15.6599,15.752,15.3836,15.6599,11416200,19314509,-0.0921,-0.5848,1.6919,0.5811,3339642780.1,,4477521693,1964495753,0,2633836290,13.3801,1.2901,0.3487,-27.4212,
002102.SZ,ST박르,20210316,15.6599,15.6599,15.8442,15.5678,15.8442,4957600,8463337,0.1842,1.1765,1.7071,0.2524,3378932695.16,,4530198418.8,1964495753,0,2633836290,13.5375,1.3053,0.3528,-27.7438,
002102.SZ,ST박르,20210317,15.8442,15.8442,15.8442,15.6599,15.8442,5189500,8882552,0,0,1.7116,0.2642,3378932695.16,,4530198418.8,1964495753,0,2633836290,13.5375,1.3053,0.3528,-27.7438,
002102.SZ,ST박르,20210318,15.8442,15.752,15.8442,15.6599,15.8442,6085003,10386869,0,0,1.707,0.3097,3378932695.16,,4530198418.8,1964495753,0,2633836290,13.5375,1.3053,0.3528,-27.7438,
002102.SZ,ST박르,20210319,15.8442,15.752,15.8442,15.6599,15.6599,7362503,12559206,-0.1842,-1.1628,1.7058,0.3748,3339642780.1,,4477521693,1964495753,0,2633836290,13.3801,1.2901,0.3487,-27.4212,
002102.SZ,ST박르,20210322,15.6599,15.6599,15.9363,15.5678,15.8442,9184600,15720629,0.1842,1.1765,1.7116,0.4675,3378932695.16,,4530198418.8,1964495753,0,2633836290,13.5375,1.3053,0.3528,-27.7438,
002102.SZ,ST박르,20210323,15.8442,15.752,16.489,15.6599,16.0284,18105599,31525552,0.1842,1.1628,1.7412,0.9216,3418222610.22,,4582875144.6,1964495753,0,2633836290,13.6949,1.3205,0.3569,-28.0664,
002102.SZ,ST박르,20210324,16.0284,15.9363,16.2126,15.8442,15.9363,9166689,15926234,-0.0921,-0.5747,1.7374,0.4666,3398577652.69,,4556536781.7,1964495753,0,2633836290,13.6162,1.3129,0.3548,-27.9051,
002102.SZ,ST박르,20210325,15.9363,15.9363,15.9363,15.6599,15.752,6420900,11028174,-0.1842,-1.1561,1.7175,0.3268,3359287737.63,,4503860055.9,1964495753,0,2633836290,13.4588,1.2977,0.3507,-27.5825,
002102.SZ,ST박르,20210326,15.752,15.752,15.9363,15.752,15.9363,5417809,9310780,0.1842,1.1696,1.7186,0.2758,3398577652.69,,4556536781.7,1964495753,0,2633836290,13.6162,1.3129,0.3548,-27.9051,
002102.SZ,ST박르,20210329,15.9363,15.8442,15.9363,15.752,15.8442,5851700,10047328,-0.0921,-0.578,1.717,0.2979,3378932695.16,,4530198418.8,1964495753,0,2633836290,13.5375,1.3053,0.3528,-27.7438,
002102.SZ,ST박르,20210330,15.8442,15.8442,15.8442,15.5678,15.5678,7576983,12905801,-0.2764,-1.7442,1.7033,0.3857,3319997822.57,,4451183330.1,1964495753,0,2633836290,13.3014,1.2825,0.3466,-27.2599,
002102.SZ,ST박르,20210331,15.5678,15.5678,15.752,15.5678,15.752,4068213,6905851,0.1842,1.1834,1.6975,0.2071,3359287737.63,,4503860055.9,1964495753,0,2633836290,13.4588,1.2977,0.3507,-27.5825,
002102.SZ,ST박르,20210401,15.752,15.752,15.8442,15.6599,15.752,5270603,8999240,0,0,1.7074,0.2683,3359287737.63,,4503860055.9,1964495753,0,2633836290,13.4588,1.2977,0.3507,-27.5825,
002102.SZ,ST박르,20210402,15.752,15.752,16.3047,15.6599,16.1205,12485603,21698668,0.3685,2.3392,1.7379,0.6356,3437867567.75,,4609213507.5,1964495753,0,2633836290,13.7736,1.3281,0.3589,-28.2277,
002102.SZ,ST박르,20210406,16.1205,16.0284,16.489,16.0284,16.3969,13258530,23496009,0.2764,1.7143,1.7721,0.6749,3496802440.34,,4688228596.2,1964495753,0,2633836290,14.0098,1.3508,0.3651,-28.7116,
002102.SZ,ST박르,20210407,16.3969,16.3969,17.2259,16.3047,17.0417,25110751,45854241,0.6448,3.9326,1.8261,1.2782,3634317143.05,,4872597136.5,1964495753,0,2633836290,14.5607,1.4039,0.3794,-29.8408,
002102.SZ,ST박르,20210408,17.0417,17.0417,17.1338,16.7653,16.8574,13798600,25423866,-0.1842,-1.0811,1.8425,0.7024,3595027227.99,,4819920410.7,1964495753,0,2633836290,14.4033,1.3888,0.3753,-29.5182,
002102.SZ,ST박르,20210409,16.8574,16.8574,17.318,16.8574,17.2259,16089609,30038271,0.3685,2.1858,1.8669,0.819,3673607058.11,,4925273862.3,1964495753,0,2633836290,14.7181,1.4191,0.3835,-30.1634,
002102.SZ,ST박르,20210412,17.2259,17.318,17.6865,16.8574,17.1338,21216633,39990076,-0.0921,-0.5348,1.8848,1.08,3653962100.58,,4898935499.4,1964495753,0,2633836290,14.6394,1.4115,0.3815,-30.0021,
002102.SZ,ST박르,20210413,17.1338,17.0417,17.1338,16.6732,16.8574,13260803,24203074,-0.2764,-1.6129,1.8252,0.675,3595027227.99,,4819920410.7,1964495753,0,2633836290,14.4033,1.3888,0.3753,-29.5182,
002102.SZ,ST박르,20210414,16.8574,16.8574,17.2259,16.7653,17.0417,9111022,16849888,0.1842,1.0929,1.8494,0.4638,3634317143.05,,4872597136.5,1964495753,0,2633836290,14.5607,1.4039,0.3794,-29.8408,
002102.SZ,ST박르,20210415,17.0417,17.0417,17.4101,17.0417,17.4101,13981758,26284874,0.3685,2.1622,1.8799,0.7117,3712896973.17,,4977950588.1,1964495753,0,2633836290,14.8755,1.4343,0.3876,-30.486,
002102.SZ,ST박르,20210416,17.4101,17.318,18.2392,17.318,18.055,33347706,65198110,0.6448,3.7037,1.9551,1.6975,3850411675.88,,5162319128.4,1964495753,0,2633836290,15.4265,1.4874,0.402,-31.6151,
002102.SZ,ST박르,20210419,18.055,18.1471,18.9761,18.1471,18.9761,24925249,50797366,0.9212,5.102,2.038,1.2688,4046861251.18,,5425702757.4,1964495753,0,2633836290,16.2135,1.5633,0.4225,-33.2281,
002102.SZ,ST박르,20210420,18.9761,19.5288,19.8973,18.2392,18.7919,76321802,160795557,-0.1842,-0.9709,2.1068,3.8851,4007571336.12,,5373026031.6,1964495753,0,2633836290,42.8117,1.6195,0.4184,-32.9055,
002102.SZ,ST박르,20210421,18.7919,18.6077,18.9761,18.1471,18.7919,26260706,52888398,0,0,2.014,1.3368,4007571336.12,,5373026031.6,1964495753,0,2633836290,42.8117,1.6195,0.4184,-32.9055,
002102.SZ,ST박르,20210422,18.7919,18.6998,19.3446,18.5156,19.1604,14464555,29975063,0.3685,1.9608,2.0723,0.7363,4086151166.24,,5478379483.2,1964495753,0,2633836290,43.6511,1.6513,0.4266,-33.5507,
002102.SZ,ST박르,20210423,19.1604,19.2525,19.8052,19.0683,19.3446,20920900,43994117,0.1842,0.9615,2.1029,1.065,4125441081.3,,5531056209,1964495753,0,2633836290,44.0708,1.6671,0.4307,-33.8733,
002102.SZ,ST박르,20210426,19.3446,19.3446,19.621,18.884,18.9761,19573100,40672945,-0.3685,-1.9048,2.078,0.9963,4046861251.18,,5425702757.4,1964495753,0,2633836290,43.2314,1.6354,0.4225,-33.2281,
002102.SZ,ST박르,20210427,18.9761,18.884,19.0683,18.3313,18.5156,21998524,44408019,-0.4606,-2.4272,2.0187,1.1198,3948636463.53,,5294010942.9,1964495753,0,2633836290,55.7568,1.5702,0.4123,-32.4216,
002102.SZ,ST박르,20210428,18.5156,18.5156,18.884,18.3313,18.7919,9787003,19841730,0.2764,1.4925,2.0274,0.4982,4007571336.12,,5373026031.6,1964495753,0,2633836290,56.589,1.5937,0.4184,-32.9055,
002102.SZ,ST박르,20210429,18.7919,18.884,19.1604,18.6998,18.6998,11318903,23139183,-0.0921,-0.4902,2.0443,0.5762,3987926378.59,,5346687668.7,1964495753,0,2633836290,56.3116,1.5859,0.4164,-32.7442,
002102.SZ,ST박르,20210430,18.6998,18.6998,18.7919,18.5156,18.6998,10026805,20277174,0,0,2.0223,0.5104,3987926378.59,,5346687668.7,1964495753,0,2633836290,56.3116,1.5859,0.4164,-32.7442,
002102.SZ,ST박르,20210506,18.6998,18.6998,18.884,18.6077,18.6998,10240208,20832435,0,0,2.0344,0.5213,3987926378.59,,5346687668.7,1964495753,0,2633836290,56.3116,1.5859,0.4164,-32.7442,
002102.SZ,ST박르,20210507,18.6998,18.7919,19.621,18.7919,19.621,38129953,80764688,0.9212,4.9261,2.1181,1.941,4184375953.89,,5610071297.7,1964495753,0,2633836290,59.0856,1.664,0.4369,-34.3572,
002102.SZ,ST박르,20210510,19.621,19.4367,19.5288,19.2525,19.2525,21395500,45020845,-0.3685,-1.8779,2.1042,1.0891,4105796123.77,,5504717846.1,1964495753,0,2633836290,57.976,1.6327,0.4287,-33.712,
002102.SZ,ST박르,20210511,19.2525,19.2525,19.8052,19.2525,19.7131,13817753,29453742,0.4606,2.3923,2.1316,0.7034,4204020911.42,,5636409660.6,1964495753,0,2633836290,59.363,1.6718,0.4389,-34.5185,
002102.SZ,ST박르,20210512,19.7131,19.8052,20.3579,19.7131,20.1737,14618200,31826178,0.4606,2.3364,2.1772,0.7441,4302245699.07,,5768101475.1,1964495753,0,2633836290,60.7499,1.7109,0.4492,-35.325,
002102.SZ,ST박르,20210513,20.1737,20.0815,20.2658,19.8052,20.0815,16046203,35027532,-0.0921,-0.4566,2.1829,0.8168,4282600741.54,,5741763112.2,1964495753,0,2633836290,60.4725,1.7031,0.4471,-35.1637,
002102.SZ,ST박르,20210514,20.0815,20.2658,20.2658,19.8973,20.1737,11026169,23995519,0.0921,0.4587,2.1762,0.5613,4302245699.07,,5768101475.1,1964495753,0,2633836290,60.7499,1.7109,0.4492,-35.325,
002102.SZ,ST박르,20210517,20.1737,20.0815,20.1737,19.1604,19.5288,15299211,32408898,-0.6448,-3.1963,2.1183,0.7788,4164730996.36,,5583732934.8,1964495753,0,2633836290,58.8082,1.6562,0.4348,-34.1959,
002102.SZ,ST박르,20210518,19.5288,19.3446,20.0815,19.3446,20.0815,9068836,19634910,0.5527,2.8302,2.1651,0.4616,4282600741.54,,5741763112.2,1964495753,0,2633836290,60.4725,1.7031,0.4471,-35.1637,
002102.SZ,ST박르,20210519,20.0815,20.0815,20.2658,19.8973,20.1737,7190706,15672486,0.0921,0.4587,2.1795,0.366,4302245699.07,,5768101475.1,1964495753,0,2633836290,60.7499,1.7109,0.4492,-35.325,
002102.SZ,ST박르,20210520,20.1737,20.1737,20.7264,20.0815,20.45,11016800,24501493,0.2764,1.3699,2.224,0.5608,4361180571.66,,5847116563.8,1964495753,0,2633836290,61.5821,1.7343,0.4553,-35.8089,
002102.SZ,ST박르,20210521,20.45,20.5421,21.0027,20.45,20.8185,14336209,32384490,0.3685,1.8018,2.2589,0.7298,4439760401.78,,5952470015.4,1964495753,0,2633836290,62.6917,1.7656,0.4635,-36.4541,
002102.SZ,ST박르,20210524,20.8185,20.7264,21.187,20.6343,20.9106,16428605,37443062,0.0921,0.4425,2.2791,0.8363,4459405359.31,,5978808378.3,1964495753,0,2633836290,62.9691,1.7734,0.4656,-36.6154,
002102.SZ,ST박르,20210525,20.9106,21.0027,21.0948,20.6343,20.8185,13459530,30391017,-0.0921,-0.4405,2.258,0.6851,4439760401.78,,5952470015.4,1964495753,0,2633836290,62.6917,1.7656,0.4635,-36.4541,
002102.SZ,ST박르,20210526,20.8185,20.9106,21.0027,20.45,20.5421,14438554,32365901,-0.2764,-1.3274,2.2416,0.735,4380825529.19,,5873454926.7,1964495753,0,2633836290,61.8595,1.7421,0.4574,-35.9702,
002102.SZ,ST박르,20210527,20.5421,20.45,20.7264,20.45,20.7264,6790909,15203519,0.1842,0.8969,2.2388,0.3457,4420115444.25,,5926131652.5,1964495753,0,2633836290,62.4143,1.7577,0.4615,-36.2928,
002102.SZ,ST박르,20210528,20.7264,20.7264,20.7264,20.3579,20.6343,10347303,23031868,-0.0921,-0.4444,2.2259,0.5267,4400470486.72,,5899793289.6,1964495753,0,2633836290,62.1369,1.7499,0.4594,-36.1315,
002102.SZ,ST박르,20210531,20.6343,20.5421,20.5421,20.0815,20.45,12202533,26923768,-0.1842,-0.8929,2.2064,0.6212,4361180571.66,,5847116563.8,1964495753,0,2633836290,61.5821,1.7343,0.4553,-35.8089,
002102.SZ,ST박르,20210601,20.45,20.45,20.45,20.1737,20.2658,8922200,19616020,-0.1842,-0.9009,2.1986,0.4542,4321890656.6,,5794439838,1964495753,0,2633836290,61.0273,1.7187,0.4512,-35.4863,
002102.SZ,ST박르,20210602,20.2658,20.1737,20.7264,20.1737,20.5421,8621456,19157140,0.2764,1.3636,2.222,0.4389,4380825529.19,,5873454926.7,1964495753,0,2633836290,61.8595,1.7421,0.4574,-35.9702,
002102.SZ,ST박르,20210603,20.5421,20.5421,20.9106,20.45,20.9106,8556715,19244929,0.3685,1.7937,2.2491,0.4356,4459405359.31,,5978808378.3,1964495753,0,2633836290,62.9691,1.7734,0.4656,-36.6154,
002102.SZ,ST박르,20210604,20.9106,20.9106,21.0027,20.7264,20.8185,7673600,17350723,-0.0921,-0.4405,2.2611,0.3906,4439760401.78,,5952470015.4,1964495753,0,2633836290,62.6917,1.7656,0.4635,-36.4541,
002102.SZ,ST박르,20210607,20.8185,20.6343,20.6343,19.8052,19.9894,22460200,49147365,-0.8291,-3.9823,2.1882,1.1433,4262955784.01,,5715424749.3,1964495753,0,2633836290,60.1951,1.6952,0.4451,-35.0024,
002102.SZ,ST박르,20210608,19.9894,19.8973,19.9894,18.9761,19.0683,28153400,59292130,-0.9212,-4.6083,2.106,1.4331,4066506208.71,,5452041120.3,1964495753,0,2633836290,57.4212,1.6171,0.4246,-33.3894,
