╢ЗбК,╪РЁф,хуфз,г╟йуел╪ш(т╙),©╙ел╪ш(т╙),вН╦ъ╪ш(т╙),вН╣м╪ш(т╙),йуел╪ш(т╙),Ёи╫╩а©(╧и),Ёи╫╩╫П╤Н(т╙),уг╣Ь(т╙),уг╣Ь╥Ы(%),╬Ы╪ш(т╙),╩╩йжбй(%),A╧иаВм╗йпж╣(т╙),B╧иаВм╗йпж╣(т╙),вэйпж╣(т╙),A╧иаВм╗╧и╠╬(╧и),B╧иаВм╗╧и╠╬(╧и),вэ╧и╠╬(╧и),йпс╞бй,йп╬╩бй,йпоЗбй,йпожбй,
002745.SZ,д╬ажи╜,20150401,41.28,41.23,42.17,41.16,42.04,5546449,231837676.3,0.76,1.8411,41.7993,12.4639,1870780000,,18686780000,44500000,0,444500000,42.9745,13.6524,4.6697,-268.4233,
002745.SZ,д╬ажи╜,20150402,42.04,42.23,42.48,41.66,42.07,4795609,201622859.2,0.03,0.0714,42.0432,10.7766,1872115000,,18700115000,44500000,0,444500000,43.0052,13.6621,4.6731,-268.6149,
002745.SZ,д╬ажи╜,20150403,42.07,42.07,46.05,41.68,45.28,9962369,435822584.8,3.21,7.6301,43.7469,22.3873,2014960000,,20126960000,44500000,0,444500000,46.2866,14.7046,5.0296,-289.1106,
002745.SZ,д╬ажи╜,20150407,45.28,44.71,45.5,44.6,45.29,5679078,255672817.8,0.01,0.0221,45.0201,12.762,2015405000,,20131405000,44500000,0,444500000,46.2968,14.7078,5.0308,-289.1744,
002745.SZ,д╬ажи╜,20150408,45.29,45.48,45.7,42.8,44.02,5539326,244844628.8,-1.27,-2.8042,44.2012,12.4479,1958890000,,19566890000,44500000,0,444500000,44.9986,14.2954,4.8897,-281.0656,
002745.SZ,д╬ажи╜,20150409,44.02,43.98,43.98,42.16,43.4,4754119,204327465.2,-0.62,-1.4085,42.979,10.6834,1931300000,,19291300000,44500000,0,444500000,44.3648,14.0941,4.8208,-277.1069,
002745.SZ,д╬ажи╜,20150410,43.4,43.01,45.39,42.88,45.09,5083208,227019241,1.69,3.894,44.6606,11.4229,2006505000,,20042505000,44500000,0,444500000,46.0923,14.6429,5.0085,-287.8974,
002745.SZ,д╬ажи╜,20150413,45.09,45,47.94,44.81,47,6919914,323238485.1,1.91,4.236,46.7113,15.5504,2091500000,,20891500000,44500000,0,444500000,48.0448,15.2632,5.2207,-300.0927,
002745.SZ,д╬ажи╜,20150414,47,46.51,47.26,45.49,46.71,5948206,274707437.4,-0.29,-0.617,46.1832,13.3668,2078595000,,20762595000,44500000,0,444500000,47.7484,15.169,5.1885,-298.2411,
002745.SZ,д╬ажи╜,20150415,46.71,46.5,46.5,43.51,43.96,3900250,175242933.3,-2.75,-5.8874,44.9312,8.7646,1956220000,,19540220000,44500000,0,444500000,44.9372,14.2759,4.883,-280.6824,
002745.SZ,д╬ажи╜,20150416,43.96,43.9,44.9,43,44.28,3002031,132352009.2,0.32,0.7279,44.0875,6.7461,1970460000,,19682460000,44500000,0,444500000,45.2643,14.3798,4.9186,-282.7256,
002745.SZ,д╬ажи╜,20150417,44.28,44.48,45.88,44.48,44.53,3647649,164333211.4,0.25,0.5646,45.0518,8.197,1981585000,,19793585000,44500000,0,444500000,45.5199,14.461,4.9463,-284.3219,
002745.SZ,д╬ажи╜,20150420,44.53,44.59,44.9,43.08,43.17,3456277,151399488.7,-1.36,-3.0541,43.8042,7.7669,1921065000,,19189065000,44500000,0,444500000,44.1297,14.0194,4.7953,-275.6383,
002745.SZ,д╬ажи╜,20150421,43.17,43,44.49,43,44.36,3367712,147522805.4,1.19,2.7565,43.8051,7.5679,1974020000,,19718020000,44500000,0,444500000,45.3461,14.4058,4.9275,-283.2364,
002745.SZ,д╬ажи╜,20150422,44.36,44,45.38,43.8,45.26,5680425,254027538,0.9,2.0289,44.7198,12.765,2014070000,,20118070000,44500000,0,444500000,46.3804,13.6971,5.0274,-288.9829,
002745.SZ,д╬ажи╜,20150423,45.26,44.89,45,44,44.3,4712096,209253426.3,-0.96,-2.1211,44.4077,10.589,1971350000,,19691350000,44500000,0,444500000,45.1692,8.0781,4.9208,-282.8533,
002745.SZ,д╬ажи╜,20150424,44.3,43.67,44.04,42.84,43.4,3967061,172317029.9,-0.9,-2.0316,43.4369,8.9147,1931300000,,19291300000,44500000,0,444500000,44.2515,7.914,4.8208,-277.1069,
002745.SZ,д╬ажи╜,20150427,43.4,43.6,45.46,43.55,45.38,6011209,267626242,1.98,4.5622,44.5212,13.5083,2019410000,,20171410000,44500000,0,444500000,46.2704,8.275,5.0408,-289.7491,
002745.SZ,д╬ажи╜,20150428,45.38,45,45.9,43.1,43.31,4229635,186687896.3,-2.07,-4.5615,44.1381,9.5048,1927295000,,19251295000,44500000,0,444500000,44.1598,7.8976,4.8108,-276.5322,
002745.SZ,д╬ажи╜,20150429,43.31,43.02,44.75,43.02,44.75,3807840,168733222.2,1.44,3.3249,44.3121,8.5569,1991375000,,19891375000,44500000,0,444500000,45.628,8.1602,4.9708,-285.7266,
002745.SZ,д╬ажи╜,20150430,44.75,44.89,46.45,44.6,44.85,7005808,318546681.4,0.1,0.2235,45.4689,15.7434,1995825000,,19935825000,44500000,0,444500000,45.73,8.1784,4.9819,-286.3651,
002745.SZ,д╬ажи╜,20150504,44.85,44.58,45.18,43.56,45,5004977,223819992.3,0.15,0.3344,44.7195,11.2471,2002500000,,20002500000,44500000,0,444500000,45.8829,8.2057,4.9985,-287.3228,
002745.SZ,д╬ажи╜,20150505,45,45.25,46,43.78,44.09,4542750,204217749.4,-0.91,-2.0222,44.9547,10.2084,1962005000,,19598005000,44500000,0,444500000,44.9551,8.0398,4.8975,-281.5125,
002745.SZ,д╬ажи╜,20150506,44.09,44.12,45.77,43.8,44.1,6199881,277870204.2,0.01,0.0227,44.8186,13.9323,1962450000,,19602450000,44500000,0,444500000,44.9653,8.0416,4.8986,-281.5763,
002745.SZ,д╬ажи╜,20150507,44.1,43.93,44.09,42.1,42.2,4800820,206225887.1,-1.9,-4.3084,42.9564,10.7884,1877900000,,18757900000,44500000,0,444500000,43.028,7.6952,4.6875,-269.4449,
002745.SZ,д╬ажи╜,20150508,42.2,43,44.5,42.28,44.21,4064668,175412641.8,2.01,4.763,43.1555,9.1341,1967345000,,19651345000,44500000,0,444500000,45.0774,8.0617,4.9108,-282.2787,
002745.SZ,д╬ажи╜,20150511,44.21,44.15,48.63,44.15,48.63,16670984,785144386.6,4.42,9.9977,47.0965,37.4629,2164035000,,21616035000,44500000,0,444500000,49.5841,8.8677,5.4018,-310.5002,
002745.SZ,д╬ажи╜,20150512,48.63,49.2,52.93,48.3,52.41,17908593,904092676.9,3.78,7.773,50.4837,40.244,2332245000,,23296245000,44500000,0,444500000,53.4383,9.557,5.8216,-334.6353,
002745.SZ,д╬ажи╜,20150513,52.41,50.1,52.15,49.01,50.5,10072300,508706809.5,-1.91,-3.6443,50.5055,22.6344,2247250000,,22447250000,44500000,0,444500000,51.4908,9.2087,5.6095,-322.44,
002745.SZ,д╬ажи╜,20150514,50.5,50.2,55.55,50.2,55.35,12639145,675457959.6,4.85,9.604,53.4417,28.4026,2463075000,,24603075000,44500000,0,444500000,56.436,10.0931,6.1482,-353.407,
002745.SZ,д╬ажи╜,20150515,55.35,54.2,58.8,52,54.66,9953348,544599668.5,-0.69,-1.2466,54.7152,22.3671,2432370000,,24296370000,44500000,0,444500000,55.7325,9.9673,6.0716,-349.0014,
002745.SZ,д╬ажи╜,20150518,54.66,54.76,59,54.75,58.05,9935633,570326556.7,3.39,6.202,57.4021,22.3273,2583225000,,25803225000,44500000,0,444500000,59.189,10.5854,6.4481,-370.6464,
002745.SZ,д╬ажи╜,20150519,58.05,58.94,59.7,55.5,57.3,7378649,418392079.3,-0.75,-1.292,56.7031,16.5812,2549850000,,25469850000,44500000,0,444500000,58.4243,10.4487,6.3648,-365.8577,
002745.SZ,д╬ажи╜,20150520,57.3,57,62,56.47,59.98,8837640,519900726.7,2.68,4.6771,58.828,19.8599,2669110000,,26661110000,44500000,0,444500000,61.1568,10.9374,6.6625,-382.9694,
002745.SZ,д╬ажи╜,20150521,59.98,60,61.25,57.85,59.21,6574563,388700273.2,-0.77,-1.2838,59.1218,14.7743,2634845000,,26318845000,44500000,0,444500000,60.3717,10.7969,6.577,-378.0529,
002745.SZ,д╬ажи╜,20150522,59.21,59.5,62.14,57.08,61.9,9104116,544332279.6,2.69,4.5432,59.7897,20.4587,2754550000,,27514550000,44500000,0,444500000,63.1145,11.2875,6.8758,-395.2285,
002745.SZ,д╬ажи╜,20150525,61.9,60.5,65.48,59.5,64.5,6645356,417295054.7,2.6,4.2003,62.795,14.9334,2870250000,,28670250000,44500000,0,444500000,65.7655,11.7616,7.1646,-411.8293,
002745.SZ,д╬ажи╜,20150526,64.5,63.05,67.92,62.8,66.28,6620308,434935996.2,1.78,2.7597,65.6972,14.8771,2949460000,,29461460000,44500000,0,444500000,67.5804,12.0862,7.3623,-423.1945,
002745.SZ,д╬ажи╜,20150527,66.28,66.27,72.85,64.65,71.76,7495445,520022647.8,5.48,8.268,69.3785,16.8437,3193320000,,31897320000,44500000,0,444500000,73.168,13.0854,7.971,-458.1841,
002745.SZ,д╬ажи╜,20150528,71.76,71.76,78.75,64.58,64.61,9704556,726243783.1,-7.15,-9.9638,74.8353,21.808,2875145000,,28719145000,44500000,0,444500000,65.8777,11.7816,7.1768,-412.5317,
002745.SZ,д╬ажи╜,20150529,64.61,62.52,67.63,58.3,62.5,10168586,638976676.9,-2.11,-3.2657,62.8383,22.8508,2781250000,,27781250000,44500000,0,444500000,63.7263,11.3969,6.9424,-399.0594,
002745.SZ,д╬ажи╜,20150601,62.5,62.65,64.39,60.01,63.81,7330516,458709384,1.31,2.096,62.5753,16.4731,2839545000,,28363545000,44500000,0,444500000,65.062,11.6358,7.0879,-407.4237,
002745.SZ,д╬ажи╜,20150602,63.81,63.81,63.85,60.04,62.24,6549019,407108622.6,-1.57,-2.4604,62.1633,14.7169,2769680000,,27665680000,44500000,0,444500000,63.4612,11.3495,6.9135,-397.3994,
002745.SZ,д╬ажи╜,20150603,62.24,62.09,63.8,61.11,62.07,4334418,270756258.6,-0.17,-0.2731,62.4666,9.7403,2762115000,,27590115000,44500000,0,444500000,63.2878,11.3185,6.8947,-396.3139,
002745.SZ,д╬ажи╜,20150604,62.07,61.7,61.77,56,58.5,5613129,327577933.4,-3.57,-5.7516,58.3592,12.6138,2603250000,,26003250000,44500000,0,444500000,59.6478,10.6675,6.4981,-373.5196,
002745.SZ,д╬ажи╜,20150605,58.5,59.61,61,58.1,59.14,3992338,237775302.5,0.64,1.094,59.5579,8.9715,2631730000,,26287730000,44500000,0,444500000,60.3004,10.7842,6.5692,-377.606,
002745.SZ,д╬ажи╜,20150608,59.14,59.2,59.45,56.55,56.89,3842896,220393185,-2.25,-3.8045,57.3508,8.6357,2531605000,,25287605000,44500000,0,444500000,58.0062,10.3739,6.3193,-363.2399,
002745.SZ,д╬ажи╜,20150609,56.89,56.98,59.5,56.98,59.4,4638234,272305083.9,2.51,4.412,58.7088,10.423,2643300000,,26403300000,44500000,0,444500000,60.5655,10.8316,6.5981,-379.2661,
002745.SZ,д╬ажи╜,20150610,59.4,59.41,63.55,57.02,61.95,5435281,334047795.3,2.55,4.2929,61.4592,12.2141,2756775000,,27536775000,44500000,0,444500000,63.1655,11.2966,6.8813,-395.5477,
002745.SZ,д╬ажи╜,20150611,61.95,61.99,63.62,61.31,62.13,4950360,309206871.4,0.18,0.2906,62.4615,11.1244,2764785000,,27616785000,44500000,0,444500000,63.349,11.3294,6.9013,-396.697,
002745.SZ,д╬ажи╜,20150612,62.13,62.22,62.77,59.45,60.01,5124729,310859149.3,-2.12,-3.4122,60.6587,11.5162,2670445000,,26674445000,44500000,0,444500000,61.1874,10.9428,6.6658,-383.1609,
002745.SZ,д╬ажи╜,20150615,60.01,60.78,62.4,56.2,62.4,8264003,494187113.4,2.39,3.9827,59.8,18.5708,2776800000,,27736800000,44500000,0,444500000,63.6243,11.3786,6.9313,-398.4209,
002745.SZ,д╬ажи╜,20150616,62.4,62.3,68.59,60.1,67.3,12694042,809815744.2,4.9,7.8526,63.7949,28.5259,2994850000,,29914850000,44500000,0,444500000,68.6205,12.2722,7.4756,-429.7072,
002745.SZ,д╬ажи╜,20150617,67.3,64.36,66.52,62.88,64.76,7469188,482133052.4,-2.54,-3.7741,64.5496,16.7847,2881820000,,28785820000,44500000,0,444500000,66.0306,11.809,7.1935,-413.4894,
002745.SZ,д╬ажи╜,20150618,64.76,64.75,64.75,58.28,58.28,6038429,368950779.9,-6.48,-10.0062,61.1005,13.5695,2593460000,,25905460000,44500000,0,444500000,59.4235,10.6274,6.4737,-372.1149,
002745.SZ,д╬ажи╜,20150619,58.28,55,56.34,52.45,52.45,4082933,219811231.1,-5.83,-10.0034,53.8366,9.1751,2334025000,,23314025000,44500000,0,444500000,53.4791,9.5643,5.8261,-334.8907,
002745.SZ,д╬ажи╜,20150623,52.45,52.5,53.45,49.48,52.75,3353490,173247787.5,0.3,0.572,51.6619,7.5359,2347375000,,23447375000,44500000,0,444500000,53.785,9.619,5.8594,-336.8062,
002745.SZ,д╬ажи╜,20150624,52.75,53.21,54.1,51.8,53.5,3907138,208157033.7,0.75,1.4218,53.2761,8.7801,2380750000,,23780750000,44500000,0,444500000,54.5497,9.7557,5.9427,-341.5949,
002745.SZ,д╬ажи╜,20150625,53.5,53.4,53.4,48.46,48.76,4257949,217254291.7,-4.74,-8.8598,51.0232,9.5684,2169820000,,21673820000,44500000,0,444500000,49.7167,8.8914,5.4162,-311.3302,
002745.SZ,д╬ажи╜,20150626,48.76,47.1,47.49,43.88,43.88,4082906,183853786.1,-4.88,-10.0082,45.0301,9.1751,1952660000,,19504660000,44500000,0,444500000,44.7409,8.0015,4.8741,-280.1716,
002745.SZ,д╬ажи╜,20150629,43.88,45.33,45.8,39.49,39.5,4998730,208958154.2,-4.38,-9.9818,41.8022,11.2331,1757750000,,17557750000,44500000,0,444500000,40.275,7.2028,4.3876,-252.2056,
002745.SZ,д╬ажи╜,20150630,39.5,39.52,43,36.13,42.74,5520758,223014047.2,3.24,8.2025,40.3955,12.4062,1901930000,,18997930000,44500000,0,444500000,43.5786,7.7936,4.7475,-272.8928,
002745.SZ,д╬ажи╜,20150701,42.74,42.75,45.5,41.6,42.05,5306368,233173510.5,-0.69,-1.6144,43.9422,11.9244,1871225000,,18691225000,44500000,0,444500000,42.875,7.6678,4.6709,-268.4872,
002745.SZ,д╬ажи╜,20150702,42.05,42.5,43.44,39.55,40.79,3372590,140618933.5,-1.26,-2.9964,41.6946,7.5789,1815155000,,18131155000,44500000,0,444500000,41.5903,7.4381,4.5309,-260.4421,
002745.SZ,д╬ажи╜,20150703,40.79,39.97,42.49,36.89,38.81,3331252,131292609.7,-1.98,-4.8541,39.4124,7.486,1727045000,,17251045000,44500000,0,444500000,39.5715,7.077,4.311,-247.7999,
002745.SZ,д╬ажи╜,20150706,38.81,42.67,42.67,35.91,38.64,4349810,171253122.9,-0.17,-0.438,39.3703,9.7749,1719480000,,17175480000,44500000,0,444500000,39.3981,7.046,4.2921,-246.7145,
002745.SZ,д╬ажи╜,20150707,38.64,37.33,37.9,34.78,34.78,2383184,85030931.6,-3.86,-9.9896,35.6795,5.3555,1547710000,,15459710000,44500000,0,444500000,35.4624,6.3421,3.8633,-222.0686,
002745.SZ,д╬ажи╜,20150708,34.78,31.3,31.3,31.3,31.3,357400,11186620,-3.48,-10.0058,31.3,0.8031,1392850000,,13912850000,44500000,0,444500000,31.9141,5.7076,3.4768,-199.849,
002745.SZ,д╬ажи╜,20150709,31.3,28.17,34.43,28.17,34.43,5431549,175125100.6,3.13,10,32.2422,12.2057,1532135000,,15304135000,44500000,0,444500000,35.1055,6.2783,3.8244,-219.8339,
002745.SZ,д╬ажи╜,20150710,34.43,35.7074,37.87,35.7074,37.87,3050495,113846884.8,3.44,9.9913,37.3208,6.855,1675425000,,16735425000,44500000,0,444500000,38.3887,6.8655,4.1821,-240.3934,
002745.SZ,д╬ажи╜,20150713,37.87,40.4952,41.662,38.725,41.662,5167654,210420761.5,3.792,10.0133,40.7188,11.6127,1843190000,,18411190000,44500000,0,444500000,42.2327,7.5529,4.6009,-264.4647,
002745.SZ,д╬ажи╜,20150714,41.662,42.0442,45.0618,40.3343,41.9839,7107780,301912269.3,0.3219,0.7726,42.4763,15.9725,1857430000,,18553430000,44500000,0,444500000,42.559,7.6113,4.6364,-266.5078,
002745.SZ,д╬ажи╜,20150715,41.9839,40.2337,40.7869,37.7895,37.7895,4018940,155264089.5,-4.1944,-9.9904,38.6331,9.0313,1671865000,,16699865000,44500000,0,444500000,38.3071,6.8509,4.1732,-239.8826,
002745.SZ,д╬ажи╜,20150716,37.7895,37.7895,39.429,34.0176,38.222,3604269,135535990.9,0.4325,1.1445,37.6043,8.0995,1691000000,,16891000000,44500000,0,444500000,38.7456,6.9293,4.221,-242.6281,
002745.SZ,д╬ажи╜,20150717,38.222,38.222,41.0786,38.222,40.2538,3414624,134867135.4,2.0318,5.3158,39.4969,7.6733,1780890000,,17788890000,44500000,0,444500000,40.8052,7.2976,4.4454,-255.5257,
002745.SZ,д╬ажи╜,20150720,40.2538,40.2538,40.2538,40.2538,40.2538,,,0,0,,,1780890000,,17788890000,44500000,0,444500000,40.8052,7.2976,4.4454,-255.5257,
002745.SZ,д╬ажи╜,20150721,40.2538,40.2538,40.2538,40.2538,40.2538,,,0,0,,,1780890000,,17788890000,44500000,0,444500000,40.8052,7.2976,4.4454,-255.5257,
002745.SZ,д╬ажи╜,20150722,40.2538,40.2538,40.2538,40.2538,40.2538,,,0,0,,,1780890000,,17788890000,44500000,0,444500000,40.8052,7.2976,4.4454,-255.5257,
002745.SZ,д╬ажи╜,20150723,40.2538,40.2538,40.2538,40.2538,40.2538,,,0,0,,,1780890000,,17788890000,44500000,0,444500000,40.8052,7.2976,4.4454,-255.5257,
002745.SZ,д╬ажи╜,20150724,40.2538,40.2538,40.2538,40.2538,40.2538,,,0,0,,,1780890000,,17788890000,44500000,0,444500000,40.8052,7.2976,4.4454,-255.5257,
002745.SZ,д╬ажи╜,20150727,40.2538,40.2538,40.2538,40.2538,40.2538,,,0,0,,,1780890000,,17788890000,44500000,0,444500000,40.8052,7.2976,4.4454,-255.5257,
002745.SZ,д╬ажи╜,20150728,40.2538,40.2538,40.2538,40.2538,40.2538,,,0,0,,,1780890000,,17788890000,44500000,0,444500000,40.8052,7.2976,4.4454,-255.5257,
002745.SZ,д╬ажи╜,20150729,40.2538,40.2538,40.2538,40.2538,40.2538,,,0,0,,,1780890000,,17788890000,44500000,0,444500000,40.8052,7.2976,4.4454,-255.5257,
002745.SZ,д╬ажи╜,20150730,40.2538,40.2538,40.2538,40.2538,40.2538,,,0,0,,,1780890000,,17788890000,44500000,0,444500000,40.8052,7.2976,4.4454,-255.5257,
002745.SZ,д╬ажи╜,20150731,40.2538,40.2538,40.2538,40.2538,40.2538,,,0,0,,,1780890000,,17788890000,44500000,0,444500000,40.8052,7.2976,4.4454,-255.5257,
002745.SZ,д╬ажи╜,20150803,40.2538,40.2538,40.2538,40.2538,40.2538,,,0,0,,,1780890000,,17788890000,44500000,0,444500000,40.8052,7.2976,4.4454,-255.5257,
002745.SZ,д╬ажи╜,20150804,40.2538,40.2538,40.2538,40.2538,40.2538,,,0,0,,,1780890000,,17788890000,44500000,0,444500000,40.8052,7.2976,4.4454,-255.5257,
002745.SZ,д╬ажи╜,20150805,40.2538,40.2538,40.2538,40.2538,40.2538,,,0,0,,,1780890000,,17788890000,44500000,0,444500000,40.8052,7.2976,4.4454,-255.5257,
002745.SZ,д╬ажи╜,20150806,40.2538,40.2538,40.2538,40.2538,40.2538,,,0,0,,,1780890000,,17788890000,44500000,0,444500000,40.8052,7.2976,4.4454,-255.5257,
002745.SZ,д╬ажи╜,20150807,40.2538,40.2538,40.2538,40.2538,40.2538,,,0,0,,,1780890000,,17788890000,44500000,0,444500000,40.8052,7.2976,4.4454,-255.5257,
002745.SZ,д╬ажи╜,20150810,40.2538,40.2538,40.2538,40.2538,40.2538,,,0,0,,,1780890000,,17788890000,44500000,0,444500000,40.8052,7.2976,4.4454,-255.5257,
002745.SZ,д╬ажи╜,20150811,40.2538,44.2772,44.2772,44.2772,44.2772,181150,7974223,4.0234,9.995,44.02,0.4071,1958890000,,19566890000,44500000,0,444500000,44.8837,8.027,4.8897,-281.0656,
002745.SZ,д╬ажи╜,20150812,44.2772,47.2746,47.2746,44.0459,44.1062,6025803,273176703.1,-0.171,-0.3862,45.3345,13.5411,1951325000,,19491325000,44500000,0,444500000,44.7104,7.996,4.8708,-279.9801,
002745.SZ,д╬ажи╜,20150813,44.1062,43.7542,43.8648,41.8431,43.6838,3443040,147128467.5,-0.4225,-0.9578,42.7321,7.7372,1932635000,,19304635000,44500000,0,444500000,44.2821,7.9195,4.8241,-277.2984,
002745.SZ,д╬ажи╜,20150814,43.6838,43.724,43.9453,43.0501,43.2512,2696420,116476380.4,-0.4325,-0.9901,43.1967,6.0594,1913500000,,19113500000,44500000,0,444500000,43.8437,7.841,4.7764,-274.5529,
002745.SZ,д╬ажи╜,20150817,43.2512,43.4625,43.6435,41.9034,42.4466,2094263,88562146,-0.8047,-1.8605,42.288,4.7062,1877900000,,18757900000,44500000,0,444500000,43.028,7.6952,4.6875,-269.4449,
